unit,tra_meas,airp_pr,from,to,codes,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993
PAS,PAS_CRD,UK_EGNX_PL_EPMO,Nottingham,Warsaw,"[""UK_EGNX_PL_EPMO""]",53531,53860,44890,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGMC_ES_LEPA,Southend,Palma De Mallorca,"[""UK_EGMC_ES_LEPA""]",52934,45156,52851,46033,27711,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_IT_LIME,Nottingham,Bergamo,"[""UK_EGNX_IT_LIME""]",52664,51987,42545,,,,42021,56001,,,,,,43727,,,,,,,,,,
PAS,PAS_CRD,UK_EGCN_PL_EPWR,Doncaster,Wrocław,"[""UK_EGCN_PL_EPWR""]",52465,48618,43486,36599,38442,40028,21274,,26869,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGTE_ES_LEPA,Exeter,Palma De Mallorca,"[""UK_EGTE_ES_LEPA""]",52319,49183,48709,47435,41736,36399,36435,37802,42453,42552,46953,41280,32978,36086,26854,39469,33026,30548,22556,25198,26682,22817,21070,
PAS,PAS_CRD,UK_EGNX_DE_EDDB,Nottingham,Berlin,"[""UK_EGNX_DE_EDDB""]",51504,51043,,42361,42632,61887,74686,80555,97474,98501,73349,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_PT_LPPT,Liverpool,Lisbon,"[""UK_EGGP_PT_LPPT""]",51433,48843,47019,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_RO_LROP,Liverpool,Bucharest,"[""UK_EGGP_RO_LROP""]",50559,40303,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_ES_LEMH,Leeds,Menorca Island,"[""UK_EGNM_ES_LEMH""]",50374,,,45086,,,,,,,,,20409,30135,27680,35288,33307,28240,28238,,,,,
PAS,PAS_CRD,UK_EGNT_CY_LCPH,Newcastle,Paphos,"[""UK_EGNT_CY_LCPH""]",50092,46336,47541,51488,64479,64062,61705,77730,77693,,,,47699,46867,,44611,,,,22814,,41049,29159,33189
PAS,PAS_CRD,UK_EGCN_ES_GCTS,Doncaster,Tenerife Island,"[""UK_EGCN_ES_GCTS""]",49845,42767,47782,56902,61851,66503,33797,47217,49423,51120,38771,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_ES_LELC,Leeds,San Javier,"[""UK_EGNM_ES_LELC""]",49738,58466,62269,80884,82920,97653,104394,75254,79390,90509,59794,92924,62339,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_DE_EDDL,Leeds,Düsseldorf,"[""UK_EGNM_DE_EDDL""]",49150,50289,51530,56232,54160,52784,52610,52630,58319,50838,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_FR_LFBL,Nottingham,Limoges/Bellegarde,"[""UK_EGNX_FR_LFBL""]",48795,49216,48528,46125,44606,51624,50792,51694,,,49428,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_EL_LGZA,Nottingham,EL_LGZA,"[""UK_EGNX_EL_LGZA""]",48467,,,,,,,,,,,,46144,,41053,40622,29374,30432,28977,26818,29750,41234,,24690
PAS,PAS_CRD,UK_EGCN_FR_LFPO,Doncaster,Paris,"[""UK_EGCN_FR_LFPG"" ""UK_EGCN_FR_LFPO""]",48431,,,,,,,,,,42161,26847,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHH_ES_GCTS,Bournemouth,Tenerife Island,"[""UK_EGHH_ES_GCTS""]",47113,47190,52695,52447,54707,52855,62910,40258,33911,35954,37495,34912,26883,32575,31492,28692,28105,20405,20309,19410,,,14618,
PAS,PAS_CRD,UK_EGNM_FR_LFPG,Leeds,Paris,"[""UK_EGNM_FR_LFPG""]",46604,49110,61148,63429,64006,76581,72990,89513,103672,88646,127540,129235,84557,54201,58575,57976,55197,58969,47040,27668,30648,27665,27043,24755
PAS,PAS_CRD,UK_EGCN_NL_EHAM,Doncaster,Amsterdam,"[""UK_EGCN_NL_EHAM""]",45877,,,,,,41079,,,49007,49267,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCN_RO_LROP,Doncaster,Bucharest,"[""UK_EGCN_RO_LROP""]",45820,32822,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_EL_LGKR,Newcastle,EL_LGKR,"[""UK_EGNT_EL_LGKR""]",45743,47123,40927,41907,42431,49705,47288,,,,,,55609,50180,49969,52512,61226,41347,44546,30753,28170,57620,74723,74642
PAS,PAS_CRD,UK_EGNX_TR_LTBS,Nottingham,Dalaman,"[""UK_EGNX_TR_LTBS""]",45712,66278,73677,73340,66353,74663,102501,76576,,,55222,47361,,44842,,36279,38346,33101,37477,53439,42297,36336,,22121
PAS,PAS_CRD,UK_EGNT_EL_LGRP,Newcastle,EL_LGRP,"[""UK_EGNT_EL_LGRP""]",45663,40248,,,,,,,,,,,,47209,55434,59242,,,,24808,23041,36787,43451,42771
PAS,PAS_CRD,UK_EGNT_CY_LCLK,Newcastle,Larnarca,"[""UK_EGNT_CY_LCLK""]",45478,40899,,,,42368,47287,,,,,,45968,56469,61248,74782,69720,67998,47714,25407,33069,40418,55654,80419
PAS,PAS_CRD,UK_EGTE_UK_EGPH,Exeter,Edinburgh,"[""UK_EGTE_UK_EGPH""]",45303,45339,38234,36497,40336,51787,53748,61559,66034,67653,82798,71292,35999,,,,,,,,,,,
PAS,PAS_CRD,UK_EGFF_ES_GCRR,Cardiff,Lanzarote Island,"[""UK_EGFF_ES_GCRR""]",44809,39789,27721,32096,34369,37282,34985,40362,39382,58190,60296,55402,60616,63059,60681,65978,67722,63331,38134,21385,,23612,20463,
PAS,PAS_CRD,UK_EGNT_ES_GCFV,Newcastle,Fuerteventura Island,"[""UK_EGNT_ES_GCFV""]",44708,,,,,,,,,,,,,,,,,,,,,20974,22427,
PAS,PAS_CRD,UK_EGTE_NL_EHAM,Exeter,Amsterdam,"[""UK_EGTE_NL_EHAM""]",44496,43699,44501,35453,33760,33753,35086,34227,40459,37490,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_TR_LTBS,Leeds,Dalaman,"[""UK_EGNM_TR_LTBS""]",44166,76869,72580,67667,,,,,,,,,,22244,,,,,,,,,,
PAS,PAS_CRD,UK_EGFF_UK_EGAC,Cardiff,Belfast,"[""UK_EGFF_UK_EGAA"" ""UK_EGFF_UK_EGAC""]",44154,41992,41287,38198,38021,62064,41179,82418,95500,119490,63328,42805,54078,66151,,,,,,,,,,
PAS,PAS_CRD,UK_EGHH_ES_LEGE,Bournemouth,Girona,"[""UK_EGHH_ES_LEGE""]",43831,41544,48116,44139,52250,51736,50395,85600,104573,106951,109879,110018,93318,,,,,,,,,,,
PAS,PAS_CRD,UK_EGAC_UK_EGFF,Belfast,Cardiff,"[""UK_EGAA_UK_EGFF"" ""UK_EGAC_UK_EGFF""]",43676,41862,41006,,38301,60886,41602,49845,40652,93613,,42762,53527,66580,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_MT_LMML,Leeds,Luqa,"[""UK_EGNM_MT_LMML""]",43493,43880,,,,,,,,,,,,,,,,,,,,,19500,21139
PAS,PAS_CRD,UK_EGNX_MT_LMML,Nottingham,Luqa,"[""UK_EGNX_MT_LMML""]",43300,,,,,,,,,,,,,,,23306,26507,37047,43794,39986,40973,40468,42199,39136
PAS,PAS_CRD,UK_EGMC_ES_LEBL,Southend,Barcelona,"[""UK_EGMC_ES_LEBL""]",43006,59593,100719,106956,66565,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHH_ES_LELC,Bournemouth,San Javier,"[""UK_EGHH_ES_LELC""]",42558,52066,46527,46887,51777,28779,46576,54731,45181,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_ES_LEMH,Newcastle,Menorca Island,"[""UK_EGNT_ES_LEMH""]",42546,,40582,42473,40873,,,,,,,,57454,61912,60070,53635,52604,52770,62947,44804,44991,60308,48578,31250
PAS,PAS_CRD,UK_EGPE_UK_EGBB,Inverness,Birmingham,"[""UK_EGPE_UK_EGBB""]",42458,41539,41234,34957,33023,30372,30654,30389,24800,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPD_UK_EGSH,Edinburgh,Norwich,"[""UK_EGPD_UK_EGSH""]",42364,50544,60015,63695,64488,61665,59877,60841,65746,65500,68554,57529,59060,60724,52244,56456,56485,47644,45127,,,,,
PAS,PAS_CRD,UK_EGNT_EL_LGZA,Newcastle,EL_LGZA,"[""UK_EGNT_EL_LGZA""]",42227,,,,,,,,,,,,46110,43564,,,,,,,,,,
PAS,PAS_CRD,UK_EGMC_FR_LFRN,Southend,Rennes/Saint-Jacques,"[""UK_EGMC_FR_LFRN""]",41957,34468,22506,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_ES_GCLP,Leeds,Gran Canaria,"[""UK_EGNM_ES_GCLP""]",41920,,,,,,,,,,,,25285,33764,28648,45838,35802,35516,38406,30567,28785,26415,,
PAS,PAS_CRD,UK_EGNX_NL_EHAM,Nottingham,Amsterdam,"[""UK_EGNX_NL_EHAM""]",41888,45465,43244,,54039,105222,101618,104596,128693,131713,126898,124294,134212,129119,110445,99689,114428,112487,137215,102403,90263,76694,64436,60924
PAS,PAS_CRD,UK_EGCN_LT_EYVI,Doncaster,Vilnius,"[""UK_EGCN_LT_EYVI""]",41795,40597,31091,31207,33879,21454,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPE_NL_EHAM,Inverness,Amsterdam,"[""UK_EGPE_NL_EHAM""]",41758,33179,36295,32025,26237,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_DE_EDDL,Newcastle,Düsseldorf,"[""UK_EGNT_DE_EDDL""]",41584,,,,43173,42622,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHI_ES_LEPA,Southampton,Palma De Mallorca,"[""UK_EGHI_ES_LEPA""]",41533,23789,24666,25758,,21170,20024,22202,23314,22870,,20526,26985,29733,30488,,,,,,,,,
PAS,PAS_CRD,UK_EGTE_UK_EGJJ,Exeter,Saint Helier,"[""UK_EGTE_UK_EGJJ""]",41503,37835,34978,33197,35617,35008,32048,33448,34515,33420,35180,39401,43076,43522,44361,39915,42381,26849,33906,,,,,
PAS,PAS_CRD,UK_EGNX_EL_LGIR,Nottingham,EL_LGIR,"[""UK_EGNX_EL_LGIR""]",41272,,,,,,,,,,43464,48148,,,,40890,42617,29661,30084,28433,36314,39193,48411,34418
PAS,PAS_CRD,UK_EGNM_UK_EGHI,Leeds,Southampton,"[""UK_EGNM_UK_EGHI""]",40850,45928,,59618,64966,65537,70096,79624,85542,85777,77610,55855,26807,25327,22021,24521,23366,21475,20277,,,,,
PAS,PAS_CRD,UK_EGCN_SK_LZKZ,Doncaster,Košice,"[""UK_EGCN_SK_LZKZ""]",40533,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGTE_FR_LFPG,Exeter,Paris,"[""UK_EGTE_FR_LFPG""]",40330,43063,50519,35036,35109,36219,35187,48358,64335,64069,59805,51593,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCN_PL_EPLB,Doncaster,Lublin,"[""UK_EGCN_PL_EPLB""]",40241,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGMC_IT_LIPZ,Southend,Venice,"[""UK_EGMC_IT_LIPZ""]",40212,54273,53688,46137,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGTE_UK_EGNT,Exeter,Newcastle,"[""UK_EGTE_UK_EGNT""]",39713,35883,,29945,29771,24356,27059,39096,48363,56150,54381,46611,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCN_LV_EVRA,Doncaster,Riga,"[""UK_EGCN_LV_EVRA""]",38806,33410,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGTE_UK_EGLC,Exeter,London,"[""UK_EGTE_UK_EGLC""]",38208,50114,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGMC_FR_LFPG,Southend,Paris,"[""UK_EGMC_FR_LFPG""]",38196,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGFF_PT_LPFR,Cardiff,Faro,"[""UK_EGFF_PT_LPFR""]",37614,22438,,,,40495,45551,61625,75469,74584,38715,27614,23694,30359,30087,49174,47018,36005,29733,29300,25938,39920,48724,31316
PAS,PAS_CRD,UK_EGTE_ES_GCTS,Exeter,Tenerife Island,"[""UK_EGTE_ES_GCTS""]",37586,35342,30397,29566,28911,26660,26973,27065,29344,27514,27681,29361,42974,44120,45471,40101,35224,36430,22275,19737,23682,28050,38998,
PAS,PAS_CRD,UK_EGFF_UK_EGPK,Cardiff,Glasgow,"[""UK_EGFF_UK_EGPF"" ""UK_EGFF_UK_EGPK""]",37321,,27966,48342,39713,46999,52485,56609,83971,77089,82200,32729,50884,90226,,25279,26029,25599,24534,,,,,
PAS,PAS_CRD,UK_EGCN_ES_GCRR,Doncaster,Lanzarote Island,"[""UK_EGCN_ES_GCRR""]",37136,,22740,21085,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHI_FR_LFBE,Southampton,Bergerac/Roumanière,"[""UK_EGHI_FR_LFBE""]",36257,33283,34237,33042,30862,36493,35677,35660,34511,34811,38159,41751,44104,25237,,,,,,,,,,
PAS,PAS_CRD,UK_EGTE_IE_EIDW,Exeter,Dublin,"[""UK_EGTE_IE_EIDW""]",35683,30951,39394,30525,30888,29095,24934,26225,28583,32228,34530,38204,33830,18429,15892,,,,,,,,,
PAS,PAS_CRD,UK_EGHH_ES_GCLP,Bournemouth,Gran Canaria,"[""UK_EGHH_ES_GCLP""]",35446,,20090,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGFF_ES_LEIB,Cardiff,Ibiza,"[""UK_EGFF_ES_LEIB""]",34980,31525,31870,30871,25920,36828,34551,37290,46567,43644,49576,45708,58535,62494,59147,69616,68433,54768,54573,59846,48139,47145,45994,39892
PAS,PAS_CRD,UK_EGCN_UK_EGJJ,Doncaster,Saint Helier,"[""UK_EGCN_UK_EGJJ""]",33119,,,,,,,,,63052,57016,42149,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGTE_UK_EGAC,Exeter,Belfast,"[""UK_EGTE_UK_EGAC""]",32950,35276,38321,29037,29894,28831,26987,27126,30178,34265,38216,39296,29566,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHI_ES_LEAL,Southampton,Alicante,"[""UK_EGHI_ES_LEAL""]",32858,41001,42821,39653,33078,30309,41144,45985,54363,55325,49534,51010,50019,27605,,,,,,,,,,
PAS,PAS_CRD,UK_EGTE_UK_EGPF,Exeter,Glasgow,"[""UK_EGTE_UK_EGPF""]",32746,,20725,23714,25647,24636,26537,33486,39484,56247,53340,41969,33783,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCN_PT_LPFR,Doncaster,Faro,"[""UK_EGCN_PT_LPFR""]",31875,,,,,34211,45658,33521,42236,47243,45487,46042,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPE_UK_EGPO,Inverness,Stornoway,"[""UK_EGPE_UK_EGPO""]",31198,27116,29280,33171,36277,36331,29786,33110,35630,36406,32377,33025,31010,28329,26266,23818,21582,27445,29247,,,,,
PAS,PAS_CRD,UK_EGFF_ES_LEBL,Cardiff,Barcelona,"[""UK_EGFF_ES_LEBL""]",30690,,,,,,,,,23814,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPE_UK_EGAC,Inverness,Belfast,"[""UK_EGPE_UK_EGAA"" ""UK_EGPE_UK_EGAC""]",30446,29294,27376,23447,23874,21374,,,22502,24341,40063,29327,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNJ_UK_EG40,Grimsby,UK_EG40,"[""UK_EGNJ_UK_EG40""]",30248,46631,52303,50528,52235,52087,54629,55925,43016,43858,40452,34744,36865,36543,38500,36757,,,,,,,,
PAS,PAS_CRD,UK_EGPO_UK_EGPE,Stornoway,Inverness,"[""UK_EGPO_UK_EGPE""]",30110,32412,34732,33812,34758,36207,30210,39258,38547,40996,40789,40213,38200,28448,31570,27227,17724,26986,24699,,,,,
PAS,PAS_CRD,UK_EGTE_UK_EGJB,Exeter,Saint Peter Port,"[""UK_EGTE_UK_EGJB""]",30004,25064,22722,22150,22283,23079,22523,24565,26733,26547,28033,31747,34700,30506,30328,24917,24501,33352,24665,,,,,
PAS,PAS_CRD,UK_EGHI_DE_EDDL,Southampton,Düsseldorf,"[""UK_EGHI_DE_EDDL""]",29498,,,,21017,20962,20691,22899,23193,29934,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSH_ES_LEPA,Norwich,Palma De Mallorca,"[""UK_EGSH_ES_LEPA""]",29325,29789,28584,23622,15208,,,,25736,25104,23543,25855,30703,30309,34001,34462,27092,31363,24002,17406,16405,,,
PAS,PAS_CRD,UK_EGPB_UK_EGPF,Lerwick,Glasgow,"[""UK_EGPB_UK_EGPF""]",28878,28264,24179,19861,16136,16826,16763,17340,17073,16208,13179,,,,,22768,35330,35226,40713,,,,,
PAS,PAS_CRD,UK_EGMC_CH_LSGG,Southend,Geneva,"[""UK_EGMC_CH_LSGG""]",28869,26670,61816,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHH_CH_LSGG,Bournemouth,Geneva,"[""UK_EGHH_CH_LSGG""]",28510,24701,25180,25525,29568,29862,26621,27940,33388,33678,30171,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHH_MT_LMML,Bournemouth,Luqa,"[""UK_EGHH_MT_LMML""]",27707,21561,,21170,20039,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGTE_ES_LEAL,Exeter,Alicante,"[""UK_EGTE_ES_LEAL""]",27687,22336,26421,35271,29149,28347,32517,33158,44532,47854,50960,52640,38635,,,,,,,,,,,
PAS,PAS_CRD,UK_EGTE_ES_LEMG,Exeter,Málaga,"[""UK_EGTE_ES_LEMG""]",27448,22479,28230,35430,29616,26711,31245,35209,56386,62055,57310,56437,60336,,19394,,,,,10127,,,,
PAS,PAS_CRD,UK_EGHI_DE_EDDM,Southampton,München,"[""UK_EGHI_DE_EDDM""]",27194,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGTE_ES_GCRR,Exeter,Lanzarote Island,"[""UK_EGTE_ES_GCRR""]",26732,21799,22619,21468,,,,,,,24475,,22470,21820,15151,15415,15096,,,,,,,
PAS,PAS_CRD,UK_EGSH_UK_EGCC,Norwich,Manchester,"[""UK_EGSH_UK_EGCC""]",25820,27575,29625,30272,28665,26085,29456,34135,42346,46927,39268,,17275,16026,,,,,,,,,,
PAS,PAS_CRD,UK_EGFF_IT_LIMC,Cardiff,Milan,"[""UK_EGFF_IT_LIMC""]",25603,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHI_FR_LFRS,Southampton,Nantes,"[""UK_EGHI_FR_LFRS""]",25297,20517,29708,29083,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGMC_NL_EHGG,Southend,Groningen,"[""UK_EGMC_NL_EHGG""]",24524,21505,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPK_ES_LELC,Glasgow,San Javier,"[""UK_EGPK_ES_LELC""]",24485,24222,23362,30471,30478,36502,43639,50604,48250,49063,49601,82539,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCN_CY_LCPH,Doncaster,Paphos,"[""UK_EGCN_CY_LCPH""]",24156,23159,22140,21912,25328,26804,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGMC_UK_EGJJ,Southend,Saint Helier,"[""UK_EGMC_UK_EGJJ""]",23761,21753,21743,52768,35195,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHQ_UK_EGBB,Newquay,Birmingham,"[""UK_EGHQ_UK_EGBB""]",23641,23587,17952,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNJ_UK_EGPD,Grimsby,Edinburgh,"[""UK_EGNJ_UK_EGPD""]",23408,31044,38419,35855,35651,33185,29648,32283,33865,32619,29531,28742,26303,27814,28525,28822,23065,17388,16373,,,,,
PAS,PAS_CRD,UK_EGHI_ES_LEMG,Southampton,Málaga,"[""UK_EGHI_ES_LEMG""]",23342,42327,42254,40491,32843,29514,34702,34305,37169,41046,37386,49322,59026,43721,,,,,,,,,,
PAS,PAS_CRD,UK_EGHH_ES_GCRR,Bournemouth,Lanzarote Island,"[""UK_EGHH_ES_GCRR""]",23003,,35541,32159,31175,20059,24294,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGTE_UK_EGSH,Exeter,Norwich,"[""UK_EGTE_UK_EGSH""]",22471,,,,,,,,,29719,20012,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSH_UK_EGTE,Norwich,Exeter,"[""UK_EGSH_UK_EGTE""]",22113,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHQ_IE_EIDW,Newquay,Dublin,"[""UK_EGHQ_IE_EIDW""]",21688,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCN_IE_EIDW,Doncaster,Dublin,"[""UK_EGCN_IE_EIDW""]",21649,,,,,,,28883,87457,92234,89084,68913,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPK_IT_LIRP,Glasgow,Pisa,"[""UK_EGPK_IT_LIRP""]",21556,,,,,,23204,29779,40547,60113,67609,78705,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGFF_EL_LGZA,Cardiff,EL_LGZA,"[""UK_EGFF_EL_LGZA""]",21358,21315,21419,,,,,20729,21121,21588,,20132,22150,22312,21902,,23741,30979,20983,,,,,
PAS,PAS_CRD,UK_EGNV_UK_EGPD,Durham,Edinburgh,"[""UK_EGNV_UK_EGPD""]",21210,28122,35303,34408,35255,33083,30674,31630,33220,33266,34477,25443,20509,24425,,,24610,30507,28090,,,,,
PAS,PAS_CRD,UK_EGFF_ES_LEMH,Cardiff,Menorca Island,"[""UK_EGFF_ES_LEMH""]",21080,,,,,,,25956,,22208,23406,29448,28176,30164,,36572,45325,33423,33519,31706,28032,40904,37996,22874
PAS,PAS_CRD,UK_EGMC_ES_LEIB,Southend,Ibiza,"[""UK_EGMC_ES_LEIB""]",21038,,20078,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPK_IT_LIRA,Glasgow,Roma,"[""UK_EGPK_IT_LIRA""]",20935,22135,20299,,,,27304,40662,66655,66678,95104,103197,67347,,,,,,,,,,,
PAS,PAS_CRD,UK_EGFF_TR_LTBS,Cardiff,Dalaman,"[""UK_EGFF_TR_LTBS""]",20869,32687,34618,40980,42692,60325,69693,52587,57738,55493,50420,44110,26390,,,,32013,25509,31896,36599,30279,33872,27907,22707
PAS,PAS_CRD,UK_EGHQ_ES_LEAL,Newquay,Alicante,"[""UK_EGHQ_ES_LEAL""]",20725,,,,,,16233,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGTE_PT_LPFR,Exeter,Faro,"[""UK_EGTE_PT_LPFR""]",20522,27678,24825,24996,22705,24971,27418,28094,40585,41430,39756,38408,28404,,,,,,,10398,,,,
PAS,PAS_CRD,UK_EGHQ_UK_EGHE,Newquay,St. Mary's,"[""UK_EGHQ_UK_EGHE""]",19241,19982,29591,22093,,16121,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPB_UK_EGPA,Lerwick,Orkney Islands,"[""UK_EGPB_UK_EGPA""]",18486,17947,18147,17561,14533,19533,20671,20716,20334,20571,16943,15759,14868,15208,15835,,,,,,,,,
PAS,PAS_CRD,UK_EGPO_UK_EGPH,Stornoway,Edinburgh,"[""UK_EGPO_UK_EGPH""]",18450,18476,18664,17299,16189,17769,18755,17403,20835,18349,17025,21596,22973,23810,,,,,,,,,,
PAS,PAS_CRD,UK_EGPA_UK_EGPF,Orkney Islands,Glasgow,"[""UK_EGPA_UK_EGPF""]",18326,17196,17291,17626,13447,15199,14654,15294,15067,15419,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHQ_DE_EDFH,Newquay,Frankfurt,"[""UK_EGHQ_DE_EDFH""]",16933,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNS_UK_EGBB,Castletown,Birmingham,"[""UK_EGNS_UK_EGBB""]",,,,,,,,,,,,,,,51820,47624,44951,,,,,,,
PAS,PAS_CRD,UK_EGBE_FR_LFMN,Coventry,Nice,"[""UK_EGBE_FR_LFMN""]",,,,,,,,,,,,,27867,,,,,,,,,,,
PAS,PAS_CRD,UK_EGTE_CY_LCLK,Exeter,Larnarca,"[""UK_EGTE_CY_LCLK""]",,,,,,,,,,,,,,,,,,,,,,10021,,
PAS,PAS_CRD,UK_EGNJ_ES_GCTS,Grimsby,Tenerife Island,"[""UK_EGNJ_ES_GCTS""]",,,,,,,,,27499,34781,35977,36526,43243,39174,35980,44457,43552,39790,22858,25706,25720,26723,26272,
PAS,PAS_CRD,UK_EGBE_ES_LEMG,Coventry,Málaga,"[""UK_EGBE_ES_LEMG""]",,,,,,,,,68841,75865,74931,94554,55083,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHH_FR_LFPG,Bournemouth,Paris,"[""UK_EGHH_FR_LFPG""]",,,,,,,,,,,,30290,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGJB_UK_EGBB,Saint Peter Port,Birmingham,"[""UK_EGJB_UK_EGBB""]",,,,,,,,,,,,,,,40842,38024,34199,,,,,,,
PAS,PAS_CRD,UK_EGFF_CZ_LKPR,Cardiff,Prague,"[""UK_EGFF_CZ_LKPR""]",,,,,,,,,,,47825,52076,51835,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_HU_LHBP,Nottingham,Budapest,"[""UK_EGNX_HU_LHBP""]",,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNH_ES_GCTS,Blackpool,Tenerife Island,"[""UK_EGNH_ES_GCTS""]",,,20741,17315,,,,,,,,,,,,14410,,,,,,,,
PAS,PAS_CRD,UK_EGSH_FR_LFPG,Norwich,Paris,"[""UK_EGSH_FR_LFPG""]",,,,,,,,,20173,25200,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNJ_ES_LEMG,Grimsby,Málaga,"[""UK_EGNJ_ES_LEMG""]",,,,,,,,,,,,,20651,20177,17072,,20596,16972,17593,18167,,,,
PAS,PAS_CRD,UK_EGNH_UK_EGAE,Blackpool,Derry,"[""UK_EGNH_UK_EGAE""]",,,,,,,,,,,,,,,,,,,23245,,,,,
PAS,PAS_CRD,UK_EGSH_ES_GCRR,Norwich,Lanzarote Island,"[""UK_EGSH_ES_GCRR""]",,,,,,,,,,,,,17328,18163,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_DK_EKCH,Newcastle,København,"[""UK_EGNT_DK_EKCH""]",,,,,,,,,,,,,72046,,,,,,,22711,24562,,,
PAS,PAS_CRD,UK_EGBE_ES_LEAL,Coventry,Alicante,"[""UK_EGBE_ES_LEAL""]",,,,,,,,,50601,68251,70427,66715,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPF_US_KORD,Glasgow,Chicago,"[""UK_EGPF_US_KORD""]",,,,,,,,,,,,,,,,,,,,48120,40286,59767,76333,96705
