unit,tra_meas,tra_cov,schedule-time,geo,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993
PAS,PAS_BRD_DEP,INTL_IEU27,TOT,DK,11034298,9970240,9423789,8912424,8543556,8251777,7746326,7252643,7919625,7982255,7665593,7288062,6925715,6468733,6534243,6546354,:,5029314,5710293,5003041,4607316,4225080,3691552,3302430
PAS,PAS_BRD_DEP,INTL_IEU27,UNK,DK,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1272280,1213736,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,N_SCHED,DK,290470,384611,412334,468879,482792,448744,464356,392641,399140,349787,338171,453469,323795,220923,218209,234907,:,12764,10148,124952,155338,121754,89076,100674
PAS,PAS_BRD_DEP,INTL_XEU,SCHED,DK,3990882,3768677,3724463,3380661,3273174,3033067,2781465,2531705,2899078,2799452,2690634,2601775,2577044,2378775,2436984,2326726,:,1116089,295268,1848694,1725143,1663186,1535368,1409894
PAS,PAS_BRD_DEP,INTL_XEU,TOT,DK,4281352,4153288,4136797,3849540,3755966,3481811,3245821,2924346,3298218,3149239,3028805,3055244,2900839,2599698,2655193,2561633,:,1128853,305416,1973646,1880481,1784940,1624444,1510568
PAS,PAS_BRD_DEP,INTL_XEU27,N_SCHED,DK,296321,385621,413727,470105,484044,450397,466073,395299,403041,354827,344276,458217,324553,221087,219127,235610,:,12764,10148,125482,155338,122318,89473,101064
PAS,PAS_BRD_DEP,INTL_XEU27,SCHED,DK,4070835,3832477,3796415,3443553,3330649,3073121,2815206,2550319,2914296,2799452,2690634,2604289,2583962,2378775,2436984,2326726,:,1116089,295268,1866424,1732661,1670199,1542454,1411763
PAS,PAS_BRD_DEP,INTL_XEU27,TOT,DK,4367156,4218098,4210142,3913658,3814693,3523518,3281279,2945618,3317337,3154279,3034910,3062506,2908515,2599862,2656111,2562336,:,1128853,305416,1991906,1887999,1792517,1631927,1512827
PAS,PAS_BRD_DEP,NAT,N_SCHED,DK,69774,77401,81183,67137,67583,84452,74043,82085,88104,108300,106313,109485,89271,87423,59702,39919,:,:,:,68674,38896,65134,:,:
PAS,PAS_BRD_DEP,NAT,SCHED,DK,1800073,1720360,1766304,1710383,1721226,2174059,2224236,1784944,1779991,1760043,1610114,1482380,1432000,1122577,1053130,1191459,:,:,:,1298689,1358700,1263756,:,:
PAS,PAS_BRD_DEP,NAT,TOT,DK,1869847,1797761,1847487,1777520,1788809,2258511,2298279,1867029,1868095,1868343,1716427,1591865,1521271,1210000,1112832,1231378,:,:,:,1367363,1397596,1328890,:,:
PAS,PAS_BRD_DEP,TOTAL,N_SCHED,DK,1347885,1339342,1371805,1368444,1384187,1405176,1338671,1300802,1446020,1448182,1370481,1363463,1196940,1060991,1050758,1155510,:,596574,610162,773688,732379,681369,572347,459941
PAS,PAS_BRD_DEP,TOTAL,SCHED,DK,15923416,14646757,14109613,13235158,12762871,12628630,11987213,10764488,11659037,11556695,11046449,10578970,10158561,9217604,9252428,9184558,:,4289313,4191811,7588622,7160532,6665118,4751132,4355316
PAS,PAS_BRD_DEP,TOTAL,TOT,DK,17271301,15986099,15481418,14603602,14147058,14033806,13325884,12065290,13105057,13004877,12416930,11942433,11355501,10278595,10303186,10340068,:,6158167,6015709,8362310,7892911,7346487,5323479,4815257
PAS,PAS_BRD_DEP,TOTAL,UNK,DK,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1272280,1213736,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,N_SCHED,EE,112170,130621,126849,120964,107098,91096,102606,116409,152874,129788,91054,84255,51927,29922,29236,20733,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,SCHED,EE,1004581,957470,885357,862930,998835,862397,585605,550816,749383,735408,678929,615433,444334,324308,268749,265818,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,TOT,EE,1116751,1088091,1012206,983894,1105933,953493,688211,667225,902257,865196,769983,699688,496261,354230,297985,286551,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,N_SCHED,EE,74147,59390,58010,57106,50679,39607,36520,45640,68227,62559,43611,37692,21261,18234,16819,11958,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,SCHED,EE,822991,767346,721930,699429,821067,756398,517317,483041,668623,653704,614063,573702,411383,301659,255828,252473,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,TOT,EE,897138,826736,779940,756535,871746,796005,553837,528681,736850,716263,657674,611394,432644,319893,272647,264431,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,N_SCHED,EE,73122,58574,57664,56929,50679,39607,36466,45640,68110,62297,43611,35988,21261,18088,16713,11958,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,SCHED,EE,818415,764886,719542,699429,821067,756398,517317,481135,665663,650190,610222,573702,411383,301659,255828,252473,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,TOT,EE,891537,823460,777206,756358,871746,796005,553783,526775,733773,712487,653833,609690,432644,319747,272541,264431,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,N_SCHED,EE,38023,71231,68839,63858,56419,51489,66086,70769,84647,67229,47443,46563,30666,11688,12417,8775,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,SCHED,EE,181590,190124,163427,163501,177768,105999,68288,67775,80760,81704,64866,41731,32951,22649,12921,13345,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,TOT,EE,219613,261355,232266,227359,234187,157488,134374,138544,165407,148933,112309,88294,63617,34337,25338,22120,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,N_SCHED,EE,39048,72047,69185,64035,56419,51489,66140,70769,84764,67491,47443,48267,30666,11834,12523,8775,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,SCHED,EE,186166,192584,165815,163501,177768,105999,68288,69681,83720,85218,68707,41731,32951,22649,12921,13345,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,TOT,EE,225214,264631,235000,227536,234187,157488,134428,140450,168484,152709,116150,89998,63617,34483,25444,22120,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,N_SCHED,EE,101,0,0,0,21,23,27,0,0,74,12,27,97,818,732,1077,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,SCHED,EE,8428,9553,8161,9465,12932,14651,12200,11052,10243,9571,10186,10106,7915,6646,5820,1482,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,TOT,EE,8529,9553,8161,9465,12953,14674,12227,11052,10243,9645,10198,10133,8012,7464,6552,2559,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,N_SCHED,EE,112271,130621,126849,120964,107119,91119,102633,116409,152874,129862,91066,84282,52024,30740,29968,21810,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,SCHED,EE,1013009,967023,893518,872395,1011767,877048,597805,561868,759626,744979,689115,625539,452249,330954,274569,267300,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,TOT,EE,1125280,1097644,1020367,993359,1118886,968167,700438,678277,912500,874841,780181,709821,504273,361694,304537,289110,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,N_SCHED,EL,10425059,9856546,9833380,8866748,7720595,8126273,7277833,7405227,8135352,8452545,7839447,7389703,7173351,7334508,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,SCHED,EL,8310460,7599714,6732198,5720127,5886387,6135555,6076357,6060435,6294514,6261424,5537605,5180428,4857985,4314389,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,TOT,EL,18735519,17456260,16565578,14586875,13606982,14261828,13354190,13465662,14429866,14713969,13377052,12570131,12031336,11648897,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,N_SCHED,EL,8968763,8527664,8015242,6923424,6281585,6870550,6330821,6567544,7266607,7709710,7170342,6802482,6645155,6826824,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,SCHED,EL,5960746,5404074,4738334,4026546,4314152,4554339,4526518,4658546,4771434,4770459,4251510,4072860,3866634,3424390,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,TOT,EL,14929509,13931738,12753576,10949970,10595737,11424889,10857339,11226090,12038041,12480169,11421852,10875342,10511789,10251214,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,N_SCHED,EL,8967910,8526375,8013892,6922725,6281289,6869421,6326458,6566443,7264521,7707590,7169086,6801370,6644297,6826350,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,SCHED,EL,5942524,5393289,4731309,4020837,4308898,4548542,4523238,4658536,4771434,4770372,4251503,4072856,3866632,3424390,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,TOT,EL,14910434,13919664,12745201,10943562,10590187,11417963,10849696,11224979,12035955,12477962,11420589,10874226,10510929,10250740,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,N_SCHED,EL,1456296,1328882,1818138,1943324,1439010,1255723,947012,837683,868745,742835,669105,587221,528196,507684,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,SCHED,EL,2349714,2195640,1993864,1693581,1572235,1581216,1549839,1401889,1523080,1490965,1286095,1107568,991351,889999,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,TOT,EL,3806010,3524522,3812002,3636905,3011245,2836939,2496851,2239572,2391825,2233800,1955200,1694789,1519547,1397683,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,N_SCHED,EL,1457149,1330171,1819488,1944023,1439306,1256852,951375,838784,870831,744955,670361,588333,529054,508158,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,SCHED,EL,2367936,2206425,2000889,1699290,1577489,1587013,1553119,1401899,1523080,1491052,1286102,1107572,991353,889999,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,TOT,EL,3825085,3536596,3820377,3643313,3016795,2843865,2504494,2240683,2393911,2236007,1956463,1695905,1520407,1398157,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,N_SCHED,EL,145658,128373,125479,106396,72200,54694,58847,69953,55498,61929,33521,30585,28617,42393,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,SCHED,EL,7999027,7316320,6107181,5051081,5226988,5672219,6303056,6924168,6662914,6791562,6043624,5690278,5466859,4912262,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,TOT,EL,8144685,7444693,6232660,5157477,5299188,5726913,6361903,6994121,6718412,6853491,6077145,5720863,5495476,4954655,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,N_SCHED,EL,10570717,9984919,9958859,8973144,7792795,8180967,7336680,7475180,8190850,8514474,7872968,7420288,7201968,7376901,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,SCHED,EL,16309487,14916034,12839379,10771208,11113375,11807774,12379413,12984603,12957428,13052986,11581229,10870706,10324844,9226651,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,TOT,EL,26880204,24900953,22798238,19744352,18906170,19988741,19716093,20459783,21148278,21567460,19454197,18290994,17526812,16603552,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,N_SCHED,ES,6817448,6695798,7351815,8196683,8314900,8562626,8029499,8446373,11258254,11822846,12581070,13593894,15141129,16131834,16727580,17058276,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,SCHED,ES,73442185,65283195,60850397,56453992,55151304,55151569,49603029,47129278,49214981,47188441,40486563,37552944,32618237,27830039,24922185,24847113,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,TOT,ES,80259633,71978993,68202212,64650675,63466204,63714195,57632528,55575651,60473235,59011287,53067633,51146838,47759366,43961873,41649765,41905389,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,N_SCHED,ES,6014047,5948559,6139439,6862417,7123166,7457745,6962789,7390870,9961828,10414906,11043427,12082353,13641239,14817697,15317413,15525828,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,SCHED,ES,60548310,53227768,49415387,45095935,44193934,44430978,39948613,38677988,40547073,39516004,34084439,32031275,27889233,23965330,21161574,21076132,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,TOT,ES,66562357,59176327,55554826,51958352,51317100,51888723,46911402,46068858,50508901,49930910,45127866,44113628,41530472,38783027,36478987,36601960,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,N_SCHED,ES,6001066,5934348,6123231,6850658,7110825,7437609,6943805,7372173,9938150,10388044,11024732,12069491,13633236,14811624,15316334,15523994,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,SCHED,ES,60439379,53133863,49349290,45038553,44132362,44370647,39896276,38645937,40518047,39507570,34084439,32031189,27889233,23964541,21161494,21076124,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,TOT,ES,66440445,59068211,55472521,51889211,51243187,51808256,46840081,46018110,50456197,49895614,45109171,44100680,41522469,38776165,36477828,36600118,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,N_SCHED,ES,803401,747239,1212376,1334266,1191734,1104881,1066710,1055503,1296426,1407940,1537643,1511541,1499890,1314137,1410167,1532448,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,SCHED,ES,12893875,12055427,11435010,11358057,10957370,10720591,9654416,8451290,8667908,7672437,6402124,5521669,4729004,3864709,3760611,3770981,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,TOT,ES,13697276,12802666,12647386,12692323,12149104,11825472,10721126,9506793,9964334,9080377,7939767,7033210,6228894,5178846,5170778,5303429,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,N_SCHED,ES,816382,761450,1228584,1346025,1204075,1125017,1085694,1074200,1320104,1434802,1556338,1524403,1507893,1320210,1411246,1534282,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,SCHED,ES,13002806,12149332,11501107,11415439,11018942,10780922,9706753,8483341,8696934,7680871,6402124,5521755,4729004,3865498,3760691,3770989,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,TOT,ES,13819188,12910782,12729691,12761464,12223017,11905939,10792447,9557541,10017038,9115673,7958462,7046158,6236897,5185708,5171937,5305271,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,N_SCHED,ES,204047,239197,466311,497380,440630,595460,854488,771429,858698,1218890,1318594,1509016,1668101,1263607,1101462,769649,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,SCHED,ES,33183605,30598012,28673033,28028819,32686184,37231350,37226454,36614994,39754685,43038754,39731014,37194359,33153814,30047260,27885569,28596163,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,TOT,ES,33387652,30837209,29139344,28526199,33126814,37826810,38080942,37386423,40613383,44257644,41049608,38703375,34821915,31310867,28987031,29365812,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,N_SCHED,ES,7021495,6934995,7818126,8694063,8755530,9158086,8883987,9217802,12116952,13041736,13899664,15102910,16809230,17395441,17829042,17827925,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,SCHED,ES,106625790,95881207,89523430,84482811,87837488,92382919,86829483,83744272,88969666,90227195,80217577,74747303,65772051,57877299,52807754,53443276,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,TOT,ES,113647285,102816202,97341556,93176874,96593018,101541005,95713470,92962074,101086618,103268931,94117241,89850213,82581281,75272740,70636796,71271201,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,N_SCHED,EU27,41144138,43634470,46453605,47231059,48227249,50891714,51571678,52099089,61565815,65310338,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,SCHED,EU27,561415677,518650255,484560546,457133382,442214586,432119445,398960487,384915298,406007450,396440756,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,TOT,EU27,602567977,562284725,531014151,504364441,490441837,483011159,450532165,437014387,467573265,461751094,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,UNK,EU27,8162,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,N_SCHED,EU27,30658389,29717345,29669522,29841340,30357496,32812415,30745664,32630562,40024515,44220942,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,SCHED,EU27,396301114,359239483,331857391,310220911,301708910,297715092,273396984,267515425,285466466,280722473,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,TOT,EU27,426963195,388956828,361526913,340062251,332066406,330527507,304142648,300145987,325490981,324943415,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,UNK,EU27,3692,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,N_SCHED,EU27,10485749,13917125,16784083,17389719,17869753,18079299,20826014,19468527,21541300,21089396,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,SCHED,EU27,165114563,159410772,152703155,146912471,140505676,134404353,125563503,117399873,120540984,115718283,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,TOT,EU27,175604782,173327897,169487238,164302190,158375431,152483652,146389517,136868400,142082284,136807679,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,UNK,EU27,4470,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,N_SCHED,EU27,1524963,1872784,2117921,2161346,2171749,2296331,2778261,2972965,3052922,3365647,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,SCHED,EU27,163885056,156554675,148961847,148032356,155407764,162467852,158851303,157655844,165415338,171435604,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,TOT,EU27,165486981,158427459,151079768,150193702,157579513,164764183,161629564,160628809,168468260,174801251,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,UNK,EU27,76962,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,N_SCHED,EU27,42669101,45507254,48571526,49392405,50398998,53188045,54349939,55072054,64618737,68675985,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,SCHED,EU27,725300733,675204930,633522393,605165738,597622350,594587297,557811790,542571142,571422788,567876360,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,TOT,EU27,768054958,720712184,682093919,654558143,648021350,647775342,612161729,597643196,636041525,636552345,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,UNK,EU27,85124,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,N_SCHED,EU28,41433878,43886654,46763924,47573809,48598117,51287190,52005608,52499239,62079472,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,SCHED,EU28,564634398,521466447,487091140,459429683,444319398,433981563,400658682,386458433,407497845,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,TOT,EU28,606076438,565353101,533855064,507003492,492917517,485268753,452664290,438957672,469577317,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,UNK,EU28,8162,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,N_SCHED,EU28,31091193,30075914,30096679,30288213,30795035,33320382,31244293,33173398,40698054,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,SCHED,EU28,401624118,363909345,336098162,314112195,305179285,300814140,276255449,270123981,288051588,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,TOT,EU28,432719003,393985259,366194841,344400408,335974320,334134522,307499742,303297379,328749642,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,UNK,EU28,3692,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,N_SCHED,EU28,10342685,13810740,16667245,17285596,17803082,17966808,20761315,19325841,21381418,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,SCHED,EU28,163010280,157557102,150992978,145317488,139140113,133167423,124403233,116334452,119446257,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,TOT,EU28,173357435,171367842,167660223,162603084,156943197,151134231,145164548,135660293,140827675,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,UNK,EU28,4470,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,N_SCHED,EU28,1533995,1882949,2126548,2171557,2182887,2309714,2792252,2989165,3072251,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,SCHED,EU28,164404618,157050138,149463988,148529791,155931143,162986665,159307237,158161197,165958278,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,TOT,EU28,166015575,158933087,151590536,150701348,158114030,165296379,162099489,161150362,169030529,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,NAT,UNK,EU28,76962,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,N_SCHED,EU28,42967873,45769603,48890472,49745366,50781004,53596904,54797860,55488404,65151723,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,SCHED,EU28,729039016,678516585,636555128,607959474,600250541,596968228,559965919,544619630,573456123,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,TOT,EU28,772092013,724286188,685445600,657704840,651031547,650565132,614763779,600108034,638607846,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,TOTAL,UNK,EU28,85124,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_BRD_DEP,INTL,N_SCHED,FI,537268,598371,862887,945016,923739,1009076,813657,789282,889049,776529,758323,768721,713096,593985,543968,599506,611144,631722,659081,503566,:,:,:,:
PAS,PAS_BRD_DEP,INTL,SCHED,FI,7180884,6847411,6472618,6139529,5979521,5842207,5219872,4937979,5210614,5025343,4489082,3937167,3704151,3294858,3226762,3228733,3154923,3001784,2739668,1594109,:,:,:,:
PAS,PAS_BRD_DEP,INTL,TOT,FI,7718152,7445782,7335505,7084545,6903260,6851283,6033529,5727261,6099663,5801872,5247405,4705888,4417247,3888843,3770730,3828239,3766067,3633506,3398749,2097675,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,N_SCHED,FI,426277,397471,598509,651374,624974,712362,542347,548501,651309,591220,610030,588360,569247,466459,397443,429492,466740,523256,535306,404372,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,SCHED,FI,5234287,5003956,4744812,4521591,4457588,4403244,3972527,3762333,3957476,3941461,3646167,3242762,3039822,2782089,2743846,2770026,2664837,2499013,2243690,1295348,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU,TOT,FI,5660564,5401427,5343321,5172965,5082562,5115606,4514874,4310834,4608785,4532681,4256197,3831122,3609069,3248548,3141289,3199518,3131577,3022269,2778996,1699720,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,N_SCHED,FI,416938,393168,592628,646848,620264,702853,538753,543297,643668,585821,605845,580635,564139,464035,396440,429360,466734,523256,533110,404217,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,SCHED,FI,5168550,4947055,4702104,4477237,4428341,4389718,3959714,3754050,3957476,3941461,3646167,3242762,3039676,2782089,2743846,2770026,2664837,2499013,2243563,1295348,:,:,:,:
PAS,PAS_BRD_DEP,INTL_IEU27,TOT,FI,5585488,5340223,5294732,5124085,5048605,5092571,4498467,4297347,4601144,4527282,4252012,3823397,3603815,3246124,3140286,3199386,3131571,3022269,2776673,1699565,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,N_SCHED,FI,110991,200900,264378,293642,298765,296714,271310,240781,237740,185309,148293,180361,143849,127526,146525,170014,144404,108466,123775,99194,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,SCHED,FI,1946597,1843455,1727806,1617938,1521933,1438963,1247345,1175646,1253138,1083882,842915,694405,664329,512769,482916,458707,490086,502771,495978,298761,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU,TOT,FI,2057588,2044355,1992184,1911580,1820698,1735677,1518655,1416427,1490878,1269191,991208,874766,808178,640295,629441,628721,634490,611237,619753,397955,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,N_SCHED,FI,120330,205203,270259,298168,303475,306223,274904,245985,245381,190708,152478,188086,148957,129950,147528,170146,144410,108466,125971,99349,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,SCHED,FI,2012334,1900356,1770514,1662292,1551180,1452489,1260158,1183929,1253138,1083882,842915,694405,664475,512769,482916,458707,490086,502771,496105,298761,:,:,:,:
PAS,PAS_BRD_DEP,INTL_XEU27,TOT,FI,2132664,2105559,2040773,1960460,1854655,1758712,1535062,1429914,1498519,1274590,995393,882491,813432,642719,630444,628853,634496,611237,622076,398110,:,:,:,:
