unit,tra_meas,airp_pr,from,to,codes,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993
PAS,PAS_CRD,UK_EGBB_IT_LIMC,Birmingham,Milan,,104052,85953,,,,,,,,,,108535,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNV_NL_EHAM,Durham,Amsterdam,,103789,105723,102127,97999,100793,103330,101467,104511,117690,123233,122169,126663,125659,123719,91670,82617,83667,106528,97555,74010,56779,44612,41812,
PAS,PAS_CRD,UK_EGCC_NO_ENGM,Manchester,Oslo,,103628,96716,82004,85204,77651,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGD_ES_LEMD,Bristol,Madrid,,102461,81410,79124,76870,,,,,80703,85585,84006,84612,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_UK_EGPH,Manchester,Edinburgh,,102347,113887,108519,118283,107903,119568,127522,158634,229192,237452,257402,286505,222494,212448,192170,183016,169343,152174,131161,,,,,
PAS,PAS_CRD,UK_EGPH_UK_EGCC,Edinburgh,Manchester,,102259,114119,109493,118485,108289,119579,126640,158262,228565,237951,257603,285905,221971,209149,190317,178363,164847,151391,147583,,,,,
PAS,PAS_CRD,UK_EGGP_PL_EPKK,Liverpool,Kraków,,101251,104909,88700,103411,110169,113569,137475,128814,133353,137805,53159,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPF_US_KEWR,Glasgow,Newark,,100780,105588,103877,103131,96096,100926,106346,108480,110960,139180,128117,124116,128484,128366,122662,116777,111688,132597,,,,,,
PAS,PAS_CRD,UK_EGMC_ES_LEAL,Southend,Alicante,,100158,98459,119904,100832,63945,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPD_FR_LFPG,Edinburgh,Paris,,99975,110695,110541,106937,107261,117193,108184,110488,115276,107893,84083,69621,55711,51227,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_DE_EDDM,Edinburgh,München,,99972,95437,89129,88352,90968,86629,77537,81849,90023,,,,,,,,,,,,,20252,,
PAS,PAS_CRD,UK_EGSS_FR_LFBL,London,Limoges/Bellegarde,,99923,94681,94541,93040,91922,89655,94300,95024,99523,108868,111768,113711,107907,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_FR_LFMK,London,Carcassonne/Salvaza,,99853,100016,93734,87519,86730,89734,94086,97034,137284,147287,155139,172001,157902,140270,119365,121742,108660,89510,,,,,,
PAS,PAS_CRD,UK_EGCC_DE_EDDS,Manchester,Stuttgart,,99795,76452,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_DE_EDJA,London,Memmingen,,99577,103321,97305,101200,99799,106370,102788,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_AT_LOWW,London,Vienna,,99050,,,,,,,,,,,93417,,,,82329,102225,,,,,,,
PAS,PAS_CRD,UK_EGKK_CA_CYYC,London,Calgary,,99035,,,,,,,,82316,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_PK_OPRN,London,Islamabad,,98916,114875,112019,111285,118060,136014,128752,122757,197200,203593,207909,186767,158271,109287,108325,154505,145639,82774,,,,,,
PAS,PAS_CRD,UK_EGPF_US_KMCO,Glasgow,Orlando,,98805,80669,,,,,,,,,,,,,,,,,,,56804,88121,96278,120356
PAS,PAS_CRD,UK_EGNT_ES_LEBL,Newcastle,Barcelona,,98753,66279,66259,65557,70429,70296,86245,87644,90243,95196,87810,89343,87972,76745,,,,,,,,,,
PAS,PAS_CRD,UK_EGLC_IT_LIRQ,London,Firenze,,98626,95099,72456,40075,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_FR_LFBZ,London,Biarritz/Anglet/Bayonne,,98183,98115,95999,93370,91161,95338,88078,94286,99409,123147,119304,126639,126908,133708,116446,109652,86865,,,,,,,
PAS,PAS_CRD,UK_EGCC_SG_WSSS,Manchester,Singapore,,97938,108950,102962,98229,101493,90894,85384,97627,181215,155363,185701,161671,162241,140319,151998,141103,140493,128775,107071,92465,76535,,,
PAS,PAS_CRD,UK_EGAC_UK_EGGP,Belfast,Liverpool,,97866,86027,,,,73491,193969,158210,155876,26192,51396,110475,,,,,45742,40808,60278,,,,,
PAS,PAS_CRD,UK_EGPD_NO_ENZV,Edinburgh,Stavanger,,97640,116800,138304,164229,166972,152316,135481,129766,154755,131671,130784,125467,119887,114385,121625,126743,119322,126274,138850,133535,112869,94033,93397,78354
PAS,PAS_CRD,UK_EGMC_PT_LPFR,Southend,Faro,,97626,93507,90757,86136,71676,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_CY_LCPH,London,Paphos,,97526,77729,,,,,,,,,,,,,,88367,100892,117407,102383,86600,109820,145457,157315,154326
PAS,PAS_CRD,UK_EGGP_UK_EGAC,Liverpool,Belfast,,97158,85853,,,,,195260,157617,154486,,50946,109017,,,,,45708,56346,59918,,,,,
PAS,PAS_CRD,UK_EGGD_ES_LEIB,Bristol,Ibiza,,97088,,,,,,,,,,,,46174,50259,47533,55829,62621,58049,49896,46968,46049,46297,38695,28282
PAS,PAS_CRD,UK_EGCC_AT_LOWW,Manchester,Vienna,,96706,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBB_ES_LEIB,Birmingham,Ibiza,,96329,81261,106520,121556,124925,113451,110867,90319,110959,101440,,97821,90906,110276,110019,117092,122345,116037,113445,90402,83240,111906,101449,70042
PAS,PAS_CRD,UK_EGSS_IT_LIRZ,London,Perugia,,96087,92396,84879,75339,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_AT_LOWS,London,Salzburg,,95893,97864,92500,80600,80392,104176,108162,176649,218427,256496,253976,236658,210097,209555,224665,149048,,,,,,,,
PAS,PAS_CRD,UK_EGKK_EL_LGPZ,London,EL_LGPZ,,95843,79610,77296,76550,,75411,,78615,83251,85351,83307,89722,92619,84589,79352,77241,,,,,,,,
PAS,PAS_CRD,UK_EGSS_DE_EDLV,London,Weeze,,95800,125497,110407,167587,123383,148421,206814,217101,220132,206424,170473,163297,238111,158280,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_DK_EKAH,London,Aarhus,,95795,90344,81219,78927,88068,91900,90540,139485,146929,159122,175160,175042,146513,140316,146302,157436,142989,,,,,,,
PAS,PAS_CRD,UK_EGKK_ES_LEBB,London,Bilbao,,95601,,,,,,,,,,,,77879,,,91204,,,,,,,,
PAS,PAS_CRD,UK_EGBB_DK_EKCH,Birmingham,København,,95575,93286,95671,75062,75324,79738,,,87736,86417,106585,107079,108518,134525,169953,160089,79655,76864,,56221,52467,46479,41246,37997
PAS,PAS_CRD,UK_EGSS_IT_LIPQ,London,Trieste,,95496,106900,100909,89308,92765,96713,92856,88732,91407,90055,99702,104253,105178,98756,103902,,,,,,,,,
PAS,PAS_CRD,UK_EGCN_PL_EPKT,Doncaster,Katowice,,94917,77627,55552,48101,50257,55729,55439,62088,58737,52213,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_TR_LTBA,Edinburgh,Istanbul,,94899,97498,93029,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_US_KBOS,London,Boston,,94713,,,,,,,,,,,,,,,234782,248449,301042,288714,232335,238661,357087,369004,408290
PAS,PAS_CRD,UK_EGFF_UK_EGPH,Cardiff,Edinburgh,,94137,69206,57511,76987,77477,83381,111331,161206,162422,158242,155789,159278,151859,132296,29063,32968,24842,29683,21976,,,,,
PAS,PAS_CRD,UK_EGNX_UK_EGPH,Nottingham,Edinburgh,,93781,95244,92585,86557,72944,109808,108853,130416,164051,170300,176252,241430,331503,315693,188183,74283,81438,87134,93419,,,,,
PAS,PAS_CRD,UK_EGPH_UK_EGFF,Edinburgh,Cardiff,,93673,,,77315,77946,84285,112148,160417,162450,157363,155406,158590,151333,131907,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_UK_EGNX,Edinburgh,Nottingham,,93656,95296,93277,86778,,110296,108898,131013,164202,169840,175810,240295,330114,314454,189410,75714,82628,87621,93436,,,,,
PAS,PAS_CRD,UK_EGFF_ES_LEAL,Cardiff,Alicante,,93295,78559,72977,49872,35027,53147,92444,109173,150891,161956,164262,150897,153602,163179,105913,107280,90635,77196,60105,51504,47697,48270,47507,24338
PAS,PAS_CRD,UK_EGGP_ES_LEMD,Liverpool,Madrid,,92643,95917,100257,94715,94497,122470,102114,130778,132270,99122,93591,93611,93634,90117,93288,87446,80777,22442,,,,,,
PAS,PAS_CRD,UK_EGBB_CH_LSZH,Birmingham,Zurich,,92264,98991,104568,105714,137128,149682,142814,130280,136144,128054,103129,,,,,,,,,,42148,54028,58080,71715
PAS,PAS_CRD,UK_EGKK_CU_MUHA,London,Havana,,92242,85995,80261,88334,95050,105552,92625,90129,107575,116388,98987,80254,,,,,77101,80363,,,,,,
PAS,PAS_CRD,UK_EGCC_FR_LFSB,Manchester,Bâle/Mulhouse,,92240,78036,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_FR_LFSB,Edinburgh,Bâle/Mulhouse,,92061,84779,80861,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_IT_LIPE,London,Bologna,,92017,90775,92938,93267,269872,292121,199160,186154,193927,179564,184895,161896,143515,174145,160591,,89787,95208,,75561,83156,89555,,
PAS,PAS_CRD,UK_EGKK_BM_TXKF,London,Hamilton,,91991,92674,90418,94099,89037,92823,97787,102712,100207,99037,97488,82070,77836,76909,82072,75853,81577,78510,78582,,,,,
PAS,PAS_CRD,UK_EGCC_IE_EICK,Manchester,Cork,,91540,80455,85709,75865,79023,,78560,106377,112242,83208,75969,112670,130232,120294,,,,,,,,,,
PAS,PAS_CRD,UK_EGPF_IS_BIKF,Glasgow,Reykjavík,,91457,,,,,,,,,,,,,,,87157,93143,86425,79343,62613,37748,,,20952
PAS,PAS_CRD,UK_EGAA_ES_GCTS,Belfast,Tenerife Island,,90525,75226,78903,71339,74201,77678,85595,57196,93725,,76969,77408,73564,72624,65867,76377,76709,78209,67303,57458,63990,59729,55926,48613
PAS,PAS_CRD,UK_EGGP_FR_LFMN,Liverpool,Nice,,90352,86440,88757,86512,87230,79442,81279,137528,138974,143281,133910,135886,140555,140135,136093,103769,97058,88109,70651,,,,,
PAS,PAS_CRD,UK_EGGW_DE_EDLW,London,Dortmund,,90153,108709,147264,160705,162433,168847,149081,157718,165410,200822,156824,142695,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_ES_LEBL,Leeds,Barcelona,,90025,76461,78222,101488,90317,93223,53087,59408,68703,100921,78416,82406,73278,54839,,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_DE_EDDH,London,Hamburg,,90006,84063,81953,80719,83917,79706,82587,79934,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_MA_GMMN,London,Casablanca,,89851,96311,91724,96464,135517,100483,,,,,,81929,89406,84015,90314,93257,,,,89845,75330,,81430,
PAS,PAS_CRD,UK_EGKK_IT_LIEO,London,Olbia,,89791,78789,75264,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBB_IN_VIDP,Birmingham,New Delhi,,89747,130422,78932,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_TR_LTBS,London,Dalaman,,89696,102896,90904,91854,91894,93073,84831,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_ES_LEAM,Manchester,Almería,,89533,,,,,,,,82521,88329,91382,84531,,,,,,,,,,83676,78231,
PAS,PAS_CRD,UK_EGGW_ES_LEMH,London,Menorca Island,,89448,81683,,,,,,,,,81315,,,80373,94615,108360,105033,96947,95191,77762,75453,71638,74625,46095
PAS,PAS_CRD,UK_EGGW_BG_LBWN,London,Varna,,89105,75005,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_PL_EPKK,Manchester,Kraków,,88965,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_ES_LEBL,Nottingham,Barcelona,,88714,80915,70647,70326,95049,,,96251,82532,,,,61123,156248,66356,,,,,,,,,
PAS,PAS_CRD,UK_EGPM_UK_EGPD,Shetland Islands,Edinburgh,,88711,139083,151028,161045,164747,153120,147696,143032,128556,133844,135062,128750,123531,124186,131340,133867,128857,50972,56930,,,,,
PAS,PAS_CRD,UK_EGGW_ES_LELC,London,San Javier,,88598,,78929,77876,,,82846,104232,111963,113355,113370,109258,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_RS_LYBE,London,Belgrade,,88509,84536,84066,80800,85381,80087,113361,126055,131818,125847,119360,108453,109063,92265,,,,,,,,,,
PAS,PAS_CRD,UK_EGPB_UK_EGPD,Lerwick,Edinburgh,,88355,144549,152465,115126,68636,66262,64336,64722,75121,74990,68385,69113,73418,77177,87354,81743,63689,133988,150896,,,,,
PAS,PAS_CRD,UK_EGGW_FR_LFLL,London,Lyon,,88044,86536,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLC_ES_LEIB,London,Ibiza,,88025,74953,65420,51549,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPE_UK_EGGD,Inverness,Bristol,,87905,82218,77550,81208,78000,75668,68904,73420,73780,81944,82645,40594,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGD_UK_EGPE,Bristol,Inverness,,87834,82386,77594,81231,78072,75416,,,,82123,82487,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_IT_LIRN,Manchester,Nápoli,,87453,80052,,,,,,,,,,98108,,,,75361,77943,,,,,81131,,
PAS,PAS_CRD,UK_EGNX_ES_LELC,Nottingham,San Javier,,87386,92507,90707,90223,79174,86458,85854,107796,117567,123933,121242,96937,67872,50216,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_ES_LERS,Manchester,Reus,,87210,,91068,86351,87178,,77282,,,77264,93447,98460,113888,113491,111683,122203,121263,109314,135605,101978,97247,151781,120519,
PAS,PAS_CRD,UK_EGKK_IT_LIRQ,London,Firenze,,87116,88196,,,98270,121315,120269,109946,128001,143220,132812,,78061,83530,81510,97248,101764,86047,,,,,,
PAS,PAS_CRD,UK_EGLL_MU_FIMP,London,Port Louis,,87081,81497,83420,92862,108576,191398,196411,207925,259360,253671,232827,234399,227334,205699,167888,,,,,,,,,
PAS,PAS_CRD,UK_EGPK_ES_LEBL,Glasgow,Barcelona,,86956,76770,86063,87214,78590,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_SA_OEJN,Manchester,Jeddah,,86930,77594,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_EL_LGAV,Manchester,EL_LGAV,,86699,82860,85107,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_RU_ULLI,London,St. Petersburg,,86566,79823,86803,89437,84552,77057,75553,79060,85197,87793,86912,89100,77398,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_SE_ESSA,Edinburgh,Stockholm,,86395,83605,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_IT_LIMJ,London,Genova,,86296,84317,80717,75389,82284,84494,80377,,,79803,101112,117486,148418,145150,149793,154072,130640,,,,,,,
PAS,PAS_CRD,UK_EGKK_TT_TTPP,London,Port of Spain,,86121,178170,154409,164873,159535,96381,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_MA_GMMX,Manchester,Marrakech,,86114,83456,76545,78144,76663,,75820,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_ES_LEZG,London,Zaragoza,,86109,85576,79928,,75469,,,,75442,79856,99588,100469,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_NO_ENGM,Edinburgh,Oslo,,85908,81786,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPF_TR_LTBS,Glasgow,Dalaman,,85774,131455,125193,127962,125045,149434,151597,118710,120184,109662,99595,96856,,,,,,,79027,75111,52970,70169,,24328
PAS,PAS_CRD,UK_EGBB_PK_OPRN,Birmingham,Islamabad,,85642,,82437,97365,97043,102156,106213,99493,94561,80907,78290,76254,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_MA_GMAD,London,Agadir,,85451,84769,83378,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGD_ES_GCLP,Bristol,Gran Canaria,,85382,,75611,,,,,,,,,,57919,56144,50116,54553,65104,62367,65154,57690,48241,41838,38965,22384
PAS,PAS_CRD,UK_EGKK_JM_MKJP,London,Kingston,,84898,86131,86327,75254,92384,119212,129118,145308,148295,85278,,79667,79986,83734,81493,,,,,,,,,78298
PAS,PAS_CRD,UK_EGPH_IT_LIPZ,Edinburgh,Venice,,84797,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPK_ES_LEMG,Glasgow,Málaga,,84619,72271,79828,89667,84945,82092,85438,46557,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_AL_LATI,London,Tirana,,84527,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_IT_LIBP,London,Pescara,,84479,101336,98613,85677,79627,79726,76705,,88839,82149,85921,94460,100081,88816,101968,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_EL_LGKO,Manchester,EL_LGKO,,84248,105846,91610,80130,,81704,91388,93026,102768,92372,106364,113311,122035,150565,150059,153662,144024,113840,91636,85227,88006,111695,136718,124622
PAS,PAS_CRD,UK_EGLL_PL_EPKK,London,Kraków,,84174,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_IT_LIMJ,London,Genova,,83906,93027,94361,84935,81834,,,,,,,,,,,,78564,97695,104233,99748,90440,89653,85630,75865
PAS,PAS_CRD,UK_EGSS_IT_LIEE,London,Cagliari,,83790,79302,76099,76734,79055,78621,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHH_ES_LEMG,Bournemouth,Málaga,,83746,66509,52094,49997,48801,45149,74638,81143,112638,79589,86761,71644,,,18713,20113,17652,21067,,,,,,
PAS,PAS_CRD,UK_EGGD_FR_LFMN,Bristol,Nice,,83626,,,,,,,84261,94183,105625,81021,77920,82552,80397,71229,40287,,,,,,,,
PAS,PAS_CRD,UK_EGLL_ZA_FAJS,London,Johannesburg,,83542,938503,939725,915238,862348,840184,886148,920689,944416,1003265,997694,994900,1029122,1007881,1008926,981883,928205,856323,740796,651725,522541,505088,400503,374450
PAS,PAS_CRD,UK_EGCC_IE_EINN,Manchester,Shannon,,83490,104060,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_MT_LMML,London,Luqa,,83333,,,,,,,,,,,,,,,,,,,,,,,33466
PAS,PAS_CRD,UK_EGGW_IT_LIRN,London,Nápoli,,83173,81231,,,,,,,,,,,,,,,,,42830,43136,32538,34520,40271,45246
PAS,PAS_CRD,UK_EGNX_PL_EPWR,Nottingham,Wrocław,,83116,81458,77474,76351,61364,65847,65398,60903,,,59952,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBB_IT_LIRF,Birmingham,Rome,,82953,,78602,82624,81801,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_IE_EIKN,Liverpool,Charleston,,82827,82429,86359,85653,82963,,,62612,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGFF_ES_LEMG,Cardiff,Málaga,,82740,68076,66424,58893,,64198,79315,115664,139274,151098,147388,119033,134947,135439,82621,78106,99290,57051,61340,50187,49997,56513,46367,25175
PAS,PAS_CRD,UK_EGGD_DE_EDDB,Bristol,Berlin,,82579,83224,,76612,77357,77882,87232,82800,85838,91424,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_ES_GCRR,Edinburgh,Lanzarote Island,,82503,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_BE_EBCI,Edinburgh,Brussels,,82129,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPK_ES_LEAL,Glasgow,Alicante,,82121,75859,74891,89903,87042,92412,76333,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_DK_EKBI,London,Billund,,82007,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPK_ES_GCTS,Glasgow,Tenerife Island,,81725,81306,73570,66942,61634,90561,80310,38335,,,,,,,,21373,,,,,,,,
PAS,PAS_CRD,UK_EGMC_ES_LEMG,Southend,Málaga,,81578,81770,83943,80800,59175,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCN_PL_EPGD,Doncaster,Gdańsk,,81458,76029,64263,50017,48475,50567,46336,47553,54780,28577,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGAE_UK_EGGP,Derry,Liverpool,,81412,76257,81089,90756,93796,85768,71703,69103,79122,81579,69291,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_FR_LFPG,Liverpool,Paris,,81396,88969,89484,91522,95483,100735,103822,166993,179494,179846,173295,177644,237004,257058,131159,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_EL_LGKF,Manchester,EL_LGKF,,81090,84315,,,,,,,,,82810,78253,84963,86470,87009,78486,75669,,,,,,,
PAS,PAS_CRD,UK_EGGW_CY_LCLK,London,Larnarca,,81087,,,,,86089,86738,102866,119886,115391,110280,121336,121214,109347,,92031,85129,75955,64705,96832,113207,130430,155322,198437
PAS,PAS_CRD,UK_EGAE_UK_EGPF,Derry,Glasgow,,80712,75986,,,,,,,,,15858,,,15459,,,,,,,,,,
PAS,PAS_CRD,UK_EGPF_UK_EGAE,Glasgow,Derry,,80699,75622,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_EL_LGMK,London,EL_LGMK,,80598,75402,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_ES_LEXJ,London,Santander,,80455,99533,97674,93444,90532,94125,90784,97469,104728,89607,95810,104168,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBB_CY_LCPH,Birmingham,Paphos,,80264,78165,,,93794,89741,81193,78255,98700,114667,124962,127932,112181,115663,110714,114467,92440,76700,78248,50476,43743,66312,60937,45645
PAS,PAS_CRD,UK_EGBB_DE_EDDS,Birmingham,Stuttgart,,80254,,,,,,,,,,,,,,,,,,,49883,41955,,,22191
PAS,PAS_CRD,UK_EGSS_ES_LEAS,London,Ranón,,80141,84925,83465,82945,80470,82931,79874,77231,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_FR_LFPO,London,Paris,,80100,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_UK_EGAE,Liverpool,Derry,,80079,76135,81023,89557,92796,85090,,68372,79817,80141,69503,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_ES_LEIB,Leeds,Ibiza,,80076,75587,80533,75097,63722,60769,61323,54429,50254,43708,46399,,39928,35985,29741,25947,25903,25717,28259,28389,,,,
PAS,PAS_CRD,UK_EGKK_IT_LIBD,London,Bari,,79954,79979,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_IT_LIBR,London,Brindisi,,79836,76145,,,,,,,,,,90500,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_EG_HEGN,Manchester,Hurghada,,79768,124667,103851,97540,86766,75986,91601,79075,75555,,78234,197568,110027,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_FR_LFBD,London,Bordeaux/Mérignac,,79669,75205,,,,84007,80573,80167,89049,84101,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPF_ES_LEIB,Glasgow,Ibiza,,79567,81206,,76813,,,,,,75264,76389,,,87035,78499,88012,75885,76314,,60826,51791,86886,83258,61561
PAS,PAS_CRD,UK_EGCN_ES_LEAL,Doncaster,Alicante,,79512,38538,38097,38367,38077,62868,68373,101444,112308,82528,82513,64212,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_ES_LEIB,Newcastle,Ibiza,,79462,75704,75932,76618,67669,72019,54761,72765,,,76094,,70207,73023,70837,74647,70974,72045,82443,64019,57769,70038,59764,42307
PAS,PAS_CRD,UK_EGSS_ES_LEST,London,Santiago de Compostela,,79422,,,,,,,,89799,96190,109326,81781,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_FR_LFTW,London,Nîmes/Garons,,79295,78292,78879,80061,80244,82523,86055,84651,90268,92983,99499,96199,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_RO_LRCV,London,Craiova,,79203,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_BG_LBBG,London,Burgas,,79131,81774,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGAA_US_KEWR,Belfast,Newark,,79042,69258,82958,85146,83607,87763,92212,99794,99714,103628,102365,56756,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_IE_EICK,Liverpool,Cork,,78935,77811,79296,74557,68289,104254,96530,89485,85752,90433,77941,66560,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGFF_ES_GCTS,Cardiff,Tenerife Island,,78769,61076,49964,47753,51035,56333,59089,61360,63698,71879,80748,67378,76008,87898,81030,93949,111817,114873,95735,85012,85759,94741,90914,57971
PAS,PAS_CRD,UK_EGBB_US_KEWR,Birmingham,Newark,,78469,88573,94510,97747,92794,96821,100355,100254,106324,111837,121227,172587,156093,107812,101164,97318,108999,122468,115006,47287,,,,
PAS,PAS_CRD,UK_EGLL_UA_UKBB,London,Kiev,,78349,,,105486,95438,93315,78910,96347,78199,81836,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_FR_LFSB,London,Bâle/Mulhouse,,78201,82829,,,,,,,,149611,168227,175377,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_IR_OIIE,London,Tehran,,78027,,,,86591,129521,144190,160223,168491,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_TR_LTBS,Newcastle,Dalaman,,78001,126517,134236,137281,112552,121285,150778,102195,85958,95020,83979,89535,72640,54613,46832,47484,51672,44154,62111,68100,60636,70003,37426,
PAS,PAS_CRD,UK_EGSS_FR_LFRD,London,Dinard/Pleurtuit/Saint-Malo,,77861,86654,77940,75751,76159,75631,,79248,92321,104686,114280,84823,94900,89204,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_CA_CYHZ,London,Halifax,,77811,84120,86320,91980,91922,92645,94521,98151,108155,116762,116077,116290,113116,85336,79170,86909,100229,87969,87452,84588,84491,76709,,
PAS,PAS_CRD,UK_EGGW_RO_LRBC,London,Bacău,,77591,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_BN_WBSB,London,Bandar Seri Begawan,,77577,85594,93026,100743,104449,123606,150186,112262,107058,103632,114346,111818,101663,75827,,,92929,106020,84107,103513,,,,
PAS,PAS_CRD,UK_EGCC_BG_LBBG,Manchester,Burgas,,77221,,,,,,,,,78303,,82813,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPF_ES_GCLP,Glasgow,Gran Canaria,,77014,,,,,,,101701,112071,126725,124559,116270,100823,126888,111898,112426,146387,124384,122541,121053,102042,121949,111235,70661
PAS,PAS_CRD,UK_EGLL_DZ_DAAG,London,Algiers,,76807,,,,,116151,99842,97586,84895,,,,,,,,,,,,,,,
