unit,tra_meas,airp_pr,from,to,codes,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993
PAS,PAS_CRD,UK_EGKK_AT_LOWI,London,Innsbruck,,192231,188826,174965,167679,164551,166395,143155,127950,148495,118948,109468,92052,97737,78946,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_IT_LICC,London,Catania,,191860,180337,179584,133509,113687,98239,,111970,104097,97898,86512,,,,,,,,,,89731,91103,,
PAS,PAS_CRD,UK_EGLL_NO_ENZV,London,Stavanger,,191309,198555,212987,217275,162245,129786,101254,93953,100032,95644,95805,87918,83594,82524,,,95391,113157,148430,114902,107010,100498,117953,124563
PAS,PAS_CRD,UK_EGHI_UK_EGCC,Southampton,Manchester,,190669,151644,159251,121575,114957,114300,111790,131788,156482,166894,198260,179371,93609,62432,57281,64814,60327,51279,47415,,,,,
PAS,PAS_CRD,UK_EGKK_GI_LXGB,London,Gibraltar,,190333,133882,133007,128594,131232,102581,99431,220706,265479,203316,123453,116662,163951,158534,118733,76407,127848,128187,116702,,78121,,92719,
PAS,PAS_CRD,UK_EGLL_MT_LMML,London,Luqa,,189847,189409,186828,193392,193420,203141,198621,201978,198020,177144,172020,157434,172441,167247,172206,192213,204697,164664,158343,152560,161749,170798,179567,166839
PAS,PAS_CRD,UK_EGCC_UK_EGHI,Manchester,Southampton,,188528,149946,157948,121147,114612,114302,112271,132074,156187,161382,199549,180035,94398,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHI_NL_EHAM,Southampton,Amsterdam,,188159,127612,125076,103461,94278,96943,91785,90943,102686,93956,58457,39420,42681,40375,37385,43359,46155,44962,41134,69665,51051,47109,41408,
PAS,PAS_CRD,UK_EGPF_ES_LEMG,Glasgow,Málaga,,187604,165017,168049,156507,160919,118324,106440,179905,200532,223393,226406,199939,209453,166704,162749,139901,148034,162243,144894,118214,105401,110199,94453,85157
PAS,PAS_CRD,UK_EGKK_EL_LGRP,London,EL_LGRP,,187249,165510,147052,143948,145007,164250,166973,154508,173107,177982,161210,161139,167869,213260,265545,256549,216611,218390,187961,163086,142589,171072,208531,167225
PAS,PAS_CRD,UK_EGLL_ES_LEBB,London,Bilbao,,186350,157657,110284,112429,123721,101425,89876,83039,,84946,83322,83803,121254,81276,,,162335,188628,217158,191834,161359,146138,144891,142546
PAS,PAS_CRD,UK_EGKK_NO_ENBR,London,Bergen,,185917,180386,182590,202067,146953,167852,171051,116322,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_ES_LEMD,Edinburgh,Madrid,,185545,162499,107118,112352,112995,113015,107711,99236,105793,88360,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_EL_LGIR,Manchester,EL_LGIR,,184360,161878,148547,143465,138934,152094,167238,180024,196874,203678,219733,217830,203686,221509,207208,213081,196759,183378,146711,112341,109776,143720,193873,188732
PAS,PAS_CRD,UK_EGCC_ES_LEMH,Manchester,Menorca Island,,184068,159046,156118,168582,153911,168835,170810,148994,166897,194693,211436,198238,221827,260882,275706,303583,258592,273752,265865,242004,196500,232734,262749,186179
PAS,PAS_CRD,UK_EGCC_EL_LGKR,Manchester,EL_LGKR,,183725,155211,137824,146701,116270,131420,132910,138122,143192,146368,163684,204148,225692,262076,272748,272586,242963,215563,205602,152433,140245,204791,223455,238453
PAS,PAS_CRD,UK_EGPH_ES_LEPA,Edinburgh,Palma De Mallorca,,183518,157056,143178,143007,124415,151635,88157,133077,112628,125939,117133,111485,92616,101071,78628,76202,,,58781,50015,44661,49347,50267,30605
PAS,PAS_CRD,UK_EGPH_ES_LEMG,Edinburgh,Málaga,,183032,148992,128095,126443,105707,124702,80231,128137,96803,113519,84185,119686,89665,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_BE_EBCI,Manchester,Brussels,,182653,183415,166671,154344,113740,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLC_LU_ELLX,London,Luxembourg,,182587,186646,177150,178037,161615,155809,146044,130071,124311,114318,101992,94790,82268,37537,35710,35954,38166,27566,,,,,,
PAS,PAS_CRD,UK_EGCC_DE_EDDB,Manchester,Berlin,,181456,96317,87945,80582,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_ES_LEBL,Edinburgh,Barcelona,,181033,121895,80668,82341,81802,,,,,94722,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_ES_GCTS,Leeds,Tenerife Island,,180336,167040,165170,152108,126507,90827,68712,61824,64371,65903,89545,72370,72563,92659,72153,99377,101491,72018,61434,46336,41320,35039,26616,24272
PAS,PAS_CRD,UK_EGLL_HR_LDZA,London,Zagreb,,179912,181391,167712,156994,87984,82239,75838,76550,76425,,,,,76491,,,,,,,,,,
PAS,PAS_CRD,UK_EGLC_IT_LIML,London,Milan,,179853,163666,144275,109437,55120,45532,41501,,,,,,,,,,,32685,23914,,,,,
PAS,PAS_CRD,UK_EGPF_UK_EGHI,Glasgow,Southampton,,179436,158310,173007,182506,173522,139588,143258,156240,161558,166375,202622,192668,117405,77379,,,,,,,,,,
PAS,PAS_CRD,UK_EGHI_UK_EGPF,Southampton,Glasgow,,179399,158242,172949,182124,173516,164561,155036,155184,160741,165190,199348,191615,116312,76681,66824,71730,74300,64991,55903,,,,,
PAS,PAS_CRD,UK_EGLL_DE_EDDK,London,Cologne,,178918,168657,163731,177866,172772,147005,131912,112864,136875,145369,156259,234292,255359,257159,285471,191241,223470,225920,209453,220944,265844,279120,271543,269592
PAS,PAS_CRD,UK_EGLL_AR_SAEZ,London,Buenos Aires,,177238,151603,173549,174930,175917,154533,102717,107542,75356,,,,,,,,,,,,143489,127763,112653,94170
PAS,PAS_CRD,UK_EGGW_LT_EYKA,London,Kaunas,,177131,86289,88161,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_ET_HAAB,London,Addis Ababa,,176975,161558,156101,124824,119437,123638,106010,86605,91377,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_PT_LPFR,Liverpool,Faro,,176670,169490,162979,173990,179447,223329,174642,135303,99529,96177,69986,,,,,,,,,15989,21397,,,
PAS,PAS_CRD,UK_EGKK_TR_LTFJ,London,Istanbul,,176191,150805,87192,,,,,96947,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_DE_EDDB,London,Berlin,,174449,183005,187465,186997,194478,181305,188419,110790,208556,220934,163512,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_TR_LTAI,Manchester,Antalya,,173934,215991,221890,208704,171044,203886,180110,128896,139200,119885,106568,131371,93390,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_IT_LIPZ,Manchester,Venice,,173168,176510,162469,136201,107929,,,,,,,93129,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_LV_EVRA,London,Riga,,171218,154242,117016,104925,101104,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_CA_CYVR,London,Vancouver,,171121,102678,91453,92453,102308,117736,108207,92135,138384,161728,156782,181303,113306,81598,,81407,132795,120823,96620,,,,126905,140297
PAS,PAS_CRD,UK_EGPF_UK_EGAC,Glasgow,Belfast,,170885,155870,143521,119878,100307,104860,96810,100226,104231,99833,116452,124714,107530,,,84259,95408,93418,89252,,,,,
PAS,PAS_CRD,UK_EGKK_SE_ESGG,London,Göteborg,,170233,87020,,,,78536,,,,,,,,,,129595,189538,168215,,,,83205,,
PAS,PAS_CRD,UK_EGAC_UK_EGPF,Belfast,Glasgow,,169839,155113,142685,119288,99968,104492,96456,100055,104503,99535,115949,124583,107438,53370,49040,83985,94740,69244,89167,,,,,
PAS,PAS_CRD,UK_EGPF_DE_EDDB,Glasgow,Berlin,,168558,88061,,,84909,77589,77745,75071,91064,92224,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_PL_EPPO,London,Poznań,,168262,136493,102939,98197,101655,98423,97673,93116,104021,95477,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_CY_LCPH,London,Paphos,,167762,156769,121776,102454,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_ES_LEMD,Manchester,Madrid,,167495,109098,76502,,128756,,,,,,,91837,105795,84641,,,,,108169,87633,123010,75517,81582,84466
PAS,PAS_CRD,UK_EGLL_IN_VOBL,London,Bangalore,,167169,171970,180234,180699,176030,165440,157140,238601,148841,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBB_ES_GCLP,Birmingham,Gran Canaria,,166937,119137,91589,99658,105701,105930,95940,,,95410,112157,115391,149431,149805,152065,157220,144839,134953,110544,102502,97509,104476,100388,70157
PAS,PAS_CRD,UK_EGPH_UK_EGAC,Edinburgh,Belfast,,166232,138444,143466,129261,125186,115595,111451,119321,125585,106139,109075,112843,92062,,,,,,74833,,,,,
PAS,PAS_CRD,UK_EGGW_PT_LPPT,London,Lisbon,,166078,163994,148552,153220,146644,146952,143883,152528,170890,165529,80502,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_IT_LIRN,London,Nápoli,,165948,163142,166977,169104,171755,165921,168545,151209,149565,149961,140244,139285,139985,163460,156658,116176,,,,,,,,
PAS,PAS_CRD,UK_EGAC_UK_EGPH,Belfast,Edinburgh,,165550,137882,142251,128104,124252,115330,111469,119345,126346,106064,108924,113237,92099,55357,42827,62951,72749,54770,75235,,,,,
PAS,PAS_CRD,UK_EGGD_UK_EGNT,Bristol,Newcastle,,164445,169231,174278,175581,171460,168095,165823,186593,201837,245251,246006,252786,241906,111572,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_BG_LBSF,London,Sofia,,163653,182313,169116,168281,160240,156365,158063,156535,135064,142764,103341,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHI_UK_EGJJ,Southampton,Saint Helier,,163214,162519,172505,162040,148050,153054,156028,154597,137659,141703,150049,156705,157035,174871,138827,153229,159529,155056,157562,,,,,
PAS,PAS_CRD,UK_EGSS_IE_EIKN,London,Charleston,,162762,157012,143188,116237,102823,108782,101302,149657,144456,120842,112221,116038,119974,114617,143992,147805,127062,157869,147057,124108,117993,103342,89715,75431
PAS,PAS_CRD,UK_EGNT_UK_EGGD,Newcastle,Bristol,,162748,168305,173524,174438,170375,167340,164896,186418,201869,245902,244519,250865,238819,111353,44949,42002,40989,,,,,,,
PAS,PAS_CRD,UK_EGLL_UK_EGNM,London,Leeds,,160703,148796,132325,118717,,,,,125945,136952,147785,178992,184729,181105,181697,203931,214746,205981,207242,,,,,
PAS,PAS_CRD,UK_EGKK_IT_LIMF,London,Torino,,160262,148961,142688,127392,120162,103660,106727,136465,111118,97942,108238,114886,128383,,,,,,105666,,,,,
PAS,PAS_CRD,UK_EGNM_UK_EGLL,Leeds,London,,159293,147416,131103,117849,,,,,125787,136388,146826,177447,183672,179311,179927,203142,213249,205324,207597,,,,,
PAS,PAS_CRD,UK_EGAC_UK_EGNM,Belfast,Leeds,,159107,150768,156542,131195,100166,82477,71810,78275,75990,82436,83618,96402,105074,120801,93764,76455,81622,56412,85346,,,,,
PAS,PAS_CRD,UK_EGNM_UK_EGAC,Leeds,Belfast,,158964,150351,156002,130618,99459,80972,71060,77580,75428,81740,83100,95497,103866,124607,92629,75703,80981,74392,84519,,,,,
PAS,PAS_CRD,UK_EGGD_ES_GCRR,Bristol,Lanzarote Island,,158289,135686,103540,96834,94701,89542,79685,,79803,,,,60486,61150,60921,64900,65935,66585,62654,57788,59262,70966,57556,30289
PAS,PAS_CRD,UK_EGCC_UK_EGNS,Manchester,Castletown,,158014,157623,163299,131158,124396,123368,125421,141490,158658,147739,164357,142692,106570,92054,92514,97184,89949,79619,80791,,,,,
PAS,PAS_CRD,UK_EGKK_DE_EDDH,London,Hamburg,,157824,174668,171711,165828,165696,150802,139812,,,126851,136026,,,,,,107112,103515,95514,87615,,,,
PAS,PAS_CRD,UK_EGKK_UA_UKBB,London,Kiev,,157673,125892,104085,121689,124933,126918,77424,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_IT_LIMC,Edinburgh,Milan,,157598,113974,112101,99659,99052,90424,85696,82503,88425,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_FR_LFMN,London,Nice,,156590,154136,146341,147913,149935,146593,133990,205468,273928,286540,284158,296777,328018,327755,374012,409642,381965,321099,266545,171465,52254,,,
PAS,PAS_CRD,UK_EGKK_ES_LELC,London,San Javier,,156289,131892,133304,116282,112133,100037,96474,169555,191009,176319,101949,92425,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_US_KTPA,London,Tampa,,156276,158156,149961,155789,160339,150513,117719,123484,121459,124477,123905,126116,146898,145774,122407,101567,119880,151988,115912,81401,,,,
PAS,PAS_CRD,UK_EGBB_ES_GCFV,Birmingham,Fuerteventura Island,,156265,124333,113165,112587,93929,101895,75406,,97673,90492,92533,87342,85933,94888,78608,84051,81889,,,45002,,44981,40220,31728
PAS,PAS_CRD,UK_EGKK_EL_LGTS,London,EL_LGTS,,155848,137430,120837,110995,121134,140551,136350,158672,184156,154683,126339,135194,108512,90964,137313,131882,76397,,,,,,,
PAS,PAS_CRD,UK_EGKK_UK_EGNS,London,Castletown,,155714,144654,150094,184126,143493,127097,122159,126414,147345,144321,117832,113983,129287,121411,85979,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_CH_LSGG,Edinburgh,Geneva,,154823,162353,156408,152913,143419,124745,117677,115838,120529,117426,102448,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_DE_EDDH,Manchester,Hamburg,,154769,136140,139983,135266,134192,135498,,,95648,100284,94677,82213,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_CH_LSZH,London,Zurich,,154670,176164,177375,180161,176056,162625,163149,159993,98882,105799,120434,121115,,174830,153177,80452,98389,138422,144452,124340,98134,133022,140906,238467
PAS,PAS_CRD,UK_EGCC_IT_LIME,Manchester,Bergamo,,154169,147172,118225,114484,102365,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGAA_ES_LEAL,Belfast,Alicante,,153691,115007,113413,107550,137908,121832,118170,86952,97098,94656,95143,101946,102415,62305,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_IS_BIKF,Manchester,Reykjavík,,153605,110212,89117,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_EL_LGZA,London,EL_LGZA,,153071,159235,150756,146867,148543,153373,147353,129203,131804,138865,149095,157382,169997,176054,202571,191969,179823,140915,135946,110014,88108,117282,96470,
PAS,PAS_CRD,UK_EGKK_AG_TAPA,London,St. George,,152851,108406,95045,96187,113840,150771,158307,201532,214986,223579,203181,207419,230086,196213,176584,152069,170582,169733,120109,129206,114631,101982,110985,95037
PAS,PAS_CRD,UK_EGCC_IT_LIRA,Manchester,Roma,,152418,124768,110004,101722,93651,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPF_FR_LFPG,Glasgow,Paris,,152404,110877,98983,138040,125030,119150,113653,132881,119008,,,,,,,,98465,80990,,50286,28951,42471,99292,89555
PAS,PAS_CRD,UK_EGCC_US_KATL,Manchester,Atlanta,,152368,140600,121834,135419,126041,129460,132606,140144,136454,138664,128829,130296,128155,138475,169769,173792,170493,158472,141063,140868,139406,139731,137834,133929
PAS,PAS_CRD,UK_EGKK_FR_LFML,London,Marseille,,152311,149453,138468,139087,286097,294867,265027,277933,249387,285310,294828,291132,334376,231893,193801,189813,203121,214629,199363,172056,153964,149619,101254,
PAS,PAS_CRD,UK_EGCC_CZ_LKPR,Manchester,Prague,,151885,118623,119645,127440,89543,99342,118921,100857,165776,213972,192901,233472,220795,105139,,,,,,,,,,
PAS,PAS_CRD,UK_EGGD_ES_LEBL,Bristol,Barcelona,,151618,132045,127606,136984,135812,124660,120313,123527,129525,133758,97362,94475,90874,95388,80446,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_HR_LDSP,London,Split,,150287,124661,112199,99050,80766,,75436,84032,,104011,102333,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_UK_EGHQ,London,Newquay,,150066,115828,103448,92559,96152,100902,105968,100918,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_ES_GCRR,London,Lanzarote Island,,149994,145023,128935,107646,107932,107345,82170,,,,,,,77805,,,,77081,,,,,,
PAS,PAS_CRD,UK_EGLL_CO_SKBO,London,Bogota,,149723,109427,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_JP_RJAA,London,Tokyo,,149651,181423,401586,627576,647713,604045,682851,753629,830778,885764,915000,991707,1004562,888456,986847,889116,1044673,976910,982847,1016253,959320,987349,1027817,926749
PAS,PAS_CRD,UK_EGHQ_UK_EGKK,Newquay,London,,149470,115060,103170,91725,95036,96462,129162,120766,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_IT_LIPZ,London,Venice,,149466,121326,108238,101777,106417,84104,,133609,79676,,,82183,86749,,,,165059,224962,225560,151594,113569,118387,191905,182237
PAS,PAS_CRD,UK_EGNT_FR_LFPG,Newcastle,Paris,,148691,153870,151439,141018,182491,176245,166904,179299,196154,234253,190617,178634,164646,132822,117312,109773,93899,71340,64184,38412,32091,26639,37496,33578
PAS,PAS_CRD,UK_EGCC_CY_LCLK,Manchester,Larnarca,,148008,138707,160984,185353,208850,265375,252293,258332,277168,275753,280954,278325,284483,281878,301892,386663,344093,292569,290432,226557,167047,214646,255279,262334
PAS,PAS_CRD,UK_EGAA_ES_LEPA,Belfast,Palma De Mallorca,,147410,137405,140500,138363,131272,129711,126545,124541,150828,144313,110970,102942,104698,120559,100394,108440,118662,120833,107898,100898,97841,102369,89178,82759
PAS,PAS_CRD,UK_EGGW_ES_GCTS,London,Tenerife Island,,146682,121797,149945,161874,162031,200941,180041,135524,133241,142770,155427,162223,170421,131297,135892,153809,152616,134440,135397,117699,120276,119644,118068,100138
PAS,PAS_CRD,UK_EGGW_IT_LIMC,London,Milan,,145343,135107,115300,129320,129012,125013,123597,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_SE_ESSA,Manchester,Stockholm,,145293,119770,109141,137664,97358,88610,,,,78021,78908,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPD_UK_EGKK,Edinburgh,London,,145110,164260,163319,174678,234211,177367,129607,135602,148053,214444,216428,217334,239522,254560,240888,235995,247210,223559,245452,,,,,
PAS,PAS_CRD,UK_EGSS_PL_EPRZ,London,Rzeszów,,144844,140157,115162,113323,114187,112433,104449,107789,128414,124710,112115,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGAC_UK_EGNX,Belfast,Nottingham,,144312,148107,142769,125883,164342,188131,180060,162026,128764,,,,,,78425,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_UK_EGAC,Nottingham,Belfast,,144302,147790,142312,125210,163921,188153,180604,164343,129989,,,,,,77848,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_LU_ELLX,London,Luxembourg,,144292,145659,132671,122661,102973,81151,,,,,,,,,,,77547,105918,116677,125150,135124,140387,146555,137130
PAS,PAS_CRD,UK_EGKK_FR_LFRS,London,Nantes,,143931,117807,80554,,,,,,,,,109242,109444,104889,75660,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_BB_TBPB,Manchester,Bridgetown,,143677,140426,137643,104673,94302,102478,103421,135736,137884,138186,142106,104350,85340,,,85844,,,,,,,,
PAS,PAS_CRD,UK_EGKK_UK_EGPD,London,Edinburgh,,143651,163184,161815,173346,233704,177689,129964,135545,147978,214783,216497,217287,240021,254669,241050,235825,246009,224291,245402,,,,,
PAS,PAS_CRD,UK_EGSH_NL_EHAM,Norwich,Amsterdam,,143361,142379,137086,131935,123573,125423,121151,120914,139629,155588,135388,127792,121194,116500,114970,100685,101287,102692,106885,96110,82989,76536,70972,
PAS,PAS_CRD,UK_EGCC_EL_LGRP,Manchester,EL_LGRP,,142415,136462,116567,111204,109334,111950,127151,124489,137859,163456,159262,164613,177675,211056,244616,265736,216904,202953,174643,120597,106717,135335,178648,179124
PAS,PAS_CRD,UK_EGSS_FR_LFML,London,Marseille,,141868,140144,127961,111430,111220,121746,110755,122692,112613,102628,,,,,80964,91190,,,,,,,,
PAS,PAS_CRD,UK_EGKK_US_KLAX,London,Los Angeles,,141054,88490,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_RO_LRIA,London,Iaşi,,140416,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_AT_LOWS,London,Salzburg,,139062,141575,131603,119767,105941,96540,101605,128298,119709,129067,75322,,,,79038,77760,133578,81658,110099,117076,124494,123271,122158,125721
PAS,PAS_CRD,UK_EGGD_FR_LFPG,Bristol,Paris,,139048,131947,120341,145767,173409,183912,175609,167423,199019,183819,117459,97358,116513,127633,78288,70219,66137,65480,69010,61043,55605,52934,61866,71336
PAS,PAS_CRD,UK_EGBB_TR_LTBA,Birmingham,Istanbul,,138778,139442,119061,110090,83990,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_BR_SBGL,London,Rio De Janeiro,,138704,166647,188737,207974,201306,155141,89294,,,,,,,96603,132823,122861,108241,,,,,,,
PAS,PAS_CRD,UK_EGKK_FR_LFMT,London,Montpellier/Méditerranée,,138595,117963,110676,108777,108031,97950,82493,77906,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_ES_LEAM,London,Almería,,138559,91544,86910,85047,80092,81537,87774,89355,76349,94277,103751,148375,112366,104527,96684,83200,,,76763,,,,,
PAS,PAS_CRD,UK_EGCC_US_KLAS,Manchester,Las Vegas,,138335,113577,97077,90795,91472,76019,,,92163,96289,91237,79575,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_PL_EPKK,Edinburgh,Kraków,,138180,117527,109805,114574,111370,104541,99703,90923,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_DE_EDDN,London,Nuremberg,,137742,121858,109183,82115,,,114929,112102,127352,133879,147065,100289,95193,97536,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_ES_LELC,London,San Javier,,137691,133273,125965,127593,129192,123511,129613,137557,182359,215980,242694,242968,272316,164184,111879,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_ES_LEZL,London,Sevilla,,137278,131032,121035,99331,101235,105063,98628,111699,151685,148802,157464,127692,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHI_UK_EGJB,Southampton,Saint Peter Port,,137134,141811,179819,135345,132340,132908,127748,129936,136025,125439,123917,129480,127952,137234,116148,121914,132543,133727,142077,,,,,
PAS,PAS_CRD,UK_EGPF_ES_GCRR,Glasgow,Lanzarote Island,,136197,119395,122892,118215,108714,87966,78431,104286,136747,125511,130288,145680,125359,119266,112090,107418,107502,118335,109308,99517,83555,91605,79485,51273
PAS,PAS_CRD,UK_EGLL_IN_VOHS,London,Hyderabad,,135936,136114,143357,118150,100348,95966,86829,105519,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBB_ES_LEMD,Birmingham,Madrid,,135905,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_HU_LHBP,Manchester,Budapest,,135779,135536,135164,116516,130238,90753,,,,81141,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_GI_LXGB,London,Gibraltar,,135692,118688,110830,108224,95424,87164,,,,,77941,81743,,,,,,,,,,76234,,
PAS,PAS_CRD,UK_EGGW_CH_LSZH,London,Zurich,,135388,94211,93347,94370,96968,102739,135261,128611,140134,,,,236530,244604,243019,259372,247211,202368,60308,59450,50131,,,
PAS,PAS_CRD,UK_EGCC_IT_LIMC,Manchester,Milan,,135251,,,,76985,,,,75751,,125750,174939,131469,104172,92778,98345,90610,105069,,,,,,
PAS,PAS_CRD,UK_EGGW_HU_LHDC,London,Debrecen,,135199,108520,93819,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_SK_LZKZ,London,Košice,,135116,127734,110202,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_CN_ZGGG,London,Guangzhou,,134854,136498,125940,104249,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_US_KMSP,London,Minneapolis,,134659,138063,135447,149105,147588,140001,135137,138336,131200,,,,,,,,,,,,,,,
