unit,tra_meas,to,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,codes
PAS,PAS_CRD,Sharm el-Sheikh,,,972115,1240492,1483533,2137920,1587630,3335766,2780398,2824137,2250394,1610927,1490837,1701622,1127433,1060570,170452,94967,,,94994,,,,,"[""AT_LOWS_EG_HESH"" ""BE_EBBR_EG_HESH"" ""CH_LSZH_EG_HESH"" ""DE_EDDL_EG_HESH"" ""DE_EDDM_EG_HESH"" ""DE_EDDN_EG_HESH"" ""DE_EDDP_EG_HESH"" ""DK_EKCH_EG_HESH"" ""EE_EETN_EG_HESH"" ""IT_LIBD_EG_HESH"" ""IT_LIMC_EG_HESH"" ""IT_LIME_EG_HESH"" ""IT_LIPE_EG_HESH"" ""IT_LIPR_EG_HESH"" ""IT_LIPX_EG_HESH"" ""IT_LIRF_EG_HESH"" ""IT_LIRN_EG_HESH"" ""LT_EYVI_EG_HESH"" ""NL_EHAM_EG_HESH"" ""PL_EPKT_EG_HESH"" ""PL_EPPO_EG_HESH"" ""PL_EPWA_EG_HESH"" ""PL_EPWR_EG_HESH"" ""UK_EGBB_EG_HESH"" ""UK_EGCC_EG_HESH"" ""UK_EGCN_EG_HESH"" ""UK_EGFF_EG_HESH"" ""UK_EGGW_EG_HESH"" ""UK_EGKK_EG_HESH"" ""UK_EGNT_EG_HESH"" ""UK_EGNX_EG_HESH"" ""UK_EGPF_EG_HESH""]"
PAS,PAS_CRD,Asunción,,,,,,,,,,,,,,,,,,,,,,,,,74128,"[""ES_LEMD_PY_SGAS""]"
PAS,PAS_CRD,Canefield,,,,,,,,,,,,,,,,,,,,,,16472,,,,"[""FR_TFFR_DM_TDCF""]"
PAS,PAS_CRD,Kolkata,,,,,,,,,115342,84915,80640,129232,93758,,,,,,,,,,,,,"[""UK_EGLL_IN_VECC""]"
PAS,PAS_CRD,BR_SBWP,,,,98560,87280,86044,,,,,,,,,,,,,,,,,,,,"[""PT_LPPT_BR_SBWP""]"
PAS,PAS_CRD,AL_LA99,,,,,,,38640,20646,63356,44302,,,,,,,,,,,,,,,,"[""IT_LIPE_AL_LA99"" ""IT_LIPY_AL_LA99""]"
PAS,PAS_CRD,Taba,,,,,,,,,,78434,88265,99538,99130,76611,,,,,,,,,,,,"[""UK_EGKK_EG_HETB""]"
PAS,PAS_CRD,Fontvieille,,,,,,,,,,82848,100661,93019,84844,80408,90995,103723,115861,125597,117476,74790,101340,96163,90499,86403,85361,"[""FR_LFMN_MC_LNMC""]"
PAS,PAS_CRD,Salvador,,,,75463,81587,,,,,86023,104975,88988,,,,,,,,,,,,,,"[""ES_LEMD_BR_SBSV""]"
PAS,PAS_CRD,MA_GM99,,,,,,,,,151295,106929,,,,,,,,,,,,,,,,"[""IT_LIPE_MA_GM99""]"
PAS,PAS_CRD,Banjul,,,,95028,76446,,,,77005,77046,81302,81059,80216,90172,78690,99304,75504,161961,97109,,,,,83799,,"[""BE_EBBR_GM_GBYD"" ""UK_EGKK_GM_GBYD""]"
PAS,PAS_CRD,Luxor,,,,,,,,191019,301595,278397,244591,301494,273381,283442,116311,117374,188540,285271,175653,81979,277879,277538,76000,,85581,"[""DE_EDDN_EG_HELX"" ""FR_LF90_EG_HELX"" ""FR_LFLL_EG_HELX"" ""FR_LFPG_EG_HELX"" ""UK_EGCC_EG_HELX"" ""UK_EGKK_EG_HELX""]"
PAS,PAS_CRD,CO_SKED,,,,,,,,,,,206790,422848,366154,204241,240248,230913,231597,,156577,,,,,,,"[""ES_LEMD_CO_SKED""]"
PAS,PAS_CRD,Malabang,,,,,,,,,,,128644,135021,317419,195282,200470,266211,138726,186643,155348,157090,296641,153532,234153,141148,248258,"[""DE_EDDF_PH_RPMM"" ""FR_LFPG_PH_RPMM"" ""IT_LIRF_PH_RPMM"" ""NL_EHAM_PH_RPMM"" ""UK_EGKK_PH_RPMM"" ""UK_EGLL_PH_RPMM""]"
