unit,tra_meas,airp_pr,2017M06,2017M05,2017M04,2017M03,2017M02,2017M01,2016M12,2016M11,2016M10,2016M09,2016M08,2016M07,2016M06,2016M05,2016M04,2016M03,2016M02,2016M01,2015M12,2015M11,2015M10,2015M09,2015M08,2015M07,2015M06,2015M05,2015M04,2015M03,2015M02,2015M01,2014M12,2014M11,2014M10,2014M09,2014M08,2014M07,2014M06,2014M05,2014M04,2014M03,2014M02,2014M01,2013M12,2013M11,2013M10,2013M09,2013M08,2013M07,2013M06,2013M05,2013M04,2013M03,2013M02,2013M01,2012M12,2012M11,2012M10,2012M09,2012M08,2012M07,2012M06,2012M05,2012M04,2012M03,2012M02,2012M01,2011M12,2011M11,2011M10,2011M09,2011M08,2011M07,2011M06,2011M05,2011M04,2011M03,2011M02,2011M01,2010M12,2010M11,2010M10,2010M09,2010M08,2010M07,2010M06,2010M05,2010M04,2010M03,2010M02,2010M01,2009M12,2009M11,2009M10,2009M09,2009M08,2009M07,2009M06,2009M05,2009M04,2009M03,2009M02,2009M01,2008M12,2008M11,2008M10,2008M09,2008M08,2008M07,2008M06,2008M05,2008M04,2008M03,2008M02,2008M01,2007M12,2007M11,2007M10,2007M09,2007M08,2007M07,2007M06,2007M05,2007M04,2007M03,2007M02,2007M01,2006M12,2006M11,2006M10,2006M09,2006M08,2006M07,2006M06,2006M05,2006M04,2006M03,2006M02,2006M01,2005M12,2005M11,2005M10,2005M09,2005M08,2005M07,2005M06,2005M05,2005M04,2005M03,2005M02,2005M01,2004M12,2004M11,2004M10,2004M09,2004M08,2004M07,2004M06,2004M05,2004M04,2004M03,2004M02,2004M01,2003M12,2003M11,2003M10,2003M09,2003M08,2003M07,2003M06,2003M05,2003M04,2003M03,2003M02,2003M01,2002M12,2002M11,2002M10,2002M09,2002M08,2002M07,2002M06,2002M05,2002M04,2002M03,2002M02,2002M01
PAS,PAS_CRD,NO_ENGM_FR_LFPG,34348,28781,25977,26469,20556,19489,22503,22028,33522,30110,38520,44997,39126,30876,26657,25822,21152,16761,20532,21004,31942,33245,35560,41770,37457,32205,30090,25902,21372,18398,22182,22409,32771,31295,36081,42626,39362,31515,33402,23642,18724,17679,20998,19917,26741,27869,30536,36661,32349,29452,26185,23337,18602,18099,20287,20722,30929,27799,29809,38653,34611,30374,27801,23238,18362,17771,19764,21040,29310,26677,26930,38316,32800,27901,25981,23435,19166,18076,17944,20741,27960,24602,26750,34039,33247,25131,17974,24700,18305,16966,17705,20418,26032,24155,26383,32695,31286,23738,24562,21995,17568,16820,18995,19670,25091,24702,25329,34416,31656,24970,25160,25809,19544,19771,19545,20924,25781,23821,25120,32897,30056,23572,22898,23951,18258,18220,17810,19476,22826,12953,15537,20287,18668,14447,14541,12617,9340,8663,8231,10347,16170,15171,14819,7824,3681,14073,14141,11133,10223,7573,7616,8695,13134,11019,13109,18406,18004,25405,24602,24798,19808,18351,20559,20739,26963,23539,27531,37040,32085,23751,24809,23935,17658,16955,17709,18655,24859,23151,26257,36325,33492,28381,26388,26566,19213,17619
PAS,PAS_CRD,NO_ENGM_FR_LFPO,:,:,:,:,:,:,7979,6937,9887,8606,9900,10928,10216,10187,9432,8425,7459,7112,6633,6753,9833,9349,10070,11001,9621,9964,9511,6806,6951,6139,6731,6762,9032,7877,8739,9627,9058,7810,7903,6233,6030,5958,6196,6045,8657,8104,9003,10305,9450,9438,8614,7232,6132,6417,5641,6446,8295,7604,8368,9619,8151,8431,8530,7180,6457,6752,7470,7537,9654,9154,9258,9727,9840,9354,8773,8113,7028,6563,6763,7383,8728,8962,8438,9996,8801,8925,5928,7940,5674,6664,6985,7077,8506,7819,8186,9212,9309,8941,9242,7881,6981,7108,7058,6429,8972,8823,12733,14102,12062,11214,11504,11544,7882,8353,9679,10270,12282,11694,11938,13494,12035,12007,11119,10155,8518,8567,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENGM_HR_LDSP,:,:,:,:,:,:,:,:,5600,11913,16292,36444,15609,7637,1505,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3692,8411,15272,27875,11038,6436,3000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENGM_HU_LHBP,15004,14933,15203,13024,9900,9715,12099,12557,19379,19326,17818,14036,17064,19815,16997,14118,9472,9372,10957,12065,14904,14935,12337,9807,12658,14488,14631,9790,8895,9382,9282,10129,11529,12104,9849,7324,10439,11215,10680,7565,6780,7728,9009,8708,13345,15328,12898,12926,12958,13106,10922,7096,5222,5272,5274,6401,8616,8461,8746,9673,7883,7479,7400,6601,5708,5779,5457,5895,8390,8787,8005,9550,8273,8227,7642,4914,3999,4414,4362,4546,8365,8847,8090,8235,8314,8340,5422,5023,3658,3484,3533,4391,7239,7765,7859,8252,7229,9148,8944,4720,3569,3920,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENGM_IE_EIDW,:,:,:,:,:,:,6882,7878,10516,10798,10393,7947,9490,10697,9355,8875,3313,2736,4753,6927,9308,10088,9616,8573,9243,9658,9744,7814,3808,2791,3386,5687,9044,9786,7720,6730,9799,8824,9997,6588,3978,2858,5175,6078,8256,8953,6456,6135,8135,7950,6279,6361,3172,2062,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENGM_IS_BIKF,35412,26906,24943,22123,18996,17271,18532,19396,26593,27940,35433,40368,32407,26869,20410,24005,19120,16731,18444,20535,27897,28560,32774,37327,31370,26980,21822,21629,17740,15367,16138,17232,23246,24508,29227,32316,27382,23608,22093,18756,14999,15026,16261,16123,22890,24753,27621,27376,24988,23384,19018,19260,14690,13459,13781,15198,20955,23927,25001,27939,24593,19242,17837,15947,11884,11346,11170,11700,17310,18416,22597,24870,20273,15837,15157,12932,10578,10403,10229,11010,16607,16090,19668,21669,18202,13400,9641,12551,9893,9463,9416,10824,15235,16340,18592,20088,16901,13816,12867,9631,7771,7530,9202,9249,14077,15365,16941,18242,15125,14944,13454,11485,9766,9365,9510,11470,14930,16240,19225,19928,16805,14703,12907,11213,8203,7566,8238,9159,13791,14750,18023,18468,16814,13696,11699,10229,6886,6537,6895,7217,11271,12948,15764,6385,3300,11944,9332,6633,3805,3112,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENGM_IT_LIMC,:,:,:,:,:,:,3653,3978,8242,9614,10547,16106,9900,8976,7561,4933,2359,2128,2089,2592,8179,10544,11924,16388,10443,8517,7955,3297,2413,2405,1792,2317,7587,10161,10026,14283,9961,8227,8327,4644,3826,4037,3088,3462,7337,9703,10010,14149,7746,7392,7496,4038,2118,1955,:,:,:,:,:,:,:,:,:,:,:,:,3006,2901,7959,8877,8125,10588,7931,7682,8091,5724,4453,4564,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENGM_IT_LIRF,20460,19473,19022,9861,6141,5487,5497,6563,19856,19275,20419,28301,17728,17016,12778,8138,3091,2621,4552,5857,14187,13523,13860,20495,14382,14260,13863,7150,2550,2661,4110,6624,15844,16406,13269,18776,14860,14321,14637,9955,3943,2429,5878,7845,16399,15110,14744,18250,14027,15792,13525,8183,3489,2636,2765,7069,13879,14780,13429,18539,13036,13646,13904,6882,2794,2025,1941,4499,13048,12520,12375,14861,12234,11917,11378,7145,4828,4223,4639,5626,12393,11537,11980,13880,12146,13409,8867,9149,4498,4254,3939,7449,11227,11381,14317,17936,13996,13642,12270,7353,5108,4014,4388,5012,13146,14032,12651,17568,15025,15502,15448,10364,7993,7175,7093,10138,16589,16077,13806,12940,10903,10792,9442,4014,1519,1299,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENGM_LT_EYVI,14933,14777,14176,14563,13557,14859,14643,16310,7053,6567,6307,4591,6540,7322,5686,5951,5482,5096,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENGM_LV_EVRA,19752,18847,17972,16899,11746,11969,14340,16094,17996,17551,18042,17506,17873,18209,15986,16341,10999,10625,13251,13532,17184,18684,18284,19041,18354,17557,17969,13644,9981,10325,11046,12609,15725,15456,16168,16101,15252,12601,14315,11011,9472,9936,11693,12141,14693,13543,15783,17409,15616,14176,14049,12791,9940,10910,12310,12839,14856,15315,16902,17529,15668,14379,15299,12304,11180,10833,12578,13823,16860,16498,17992,20423,17907,16634,17803,13565,11752,11201,12838,12919,16563,15175,17064,19668,17082,15565,11423,15892,12550,12398,13634,14034,15970,16079,16983,17783,15510,13816,14263,9542,8185,8909,7744,7022,7905,8231,8270,9337,8252,7128,7466,7077,5384,3711,4219,7791,10055,9255,9344,10536,8674,8344,8067,6681,4871,5061,6023,6835,10285,8625,8648,9081,8247,6840,5189,4906,3948,3802,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENGM_NL_EHAM,67120,60832,57902,57724,49237,47993,51584,52025,61051,58248,64585,68105,66389,58927,55540,55181,50059,43404,46103,48780,56897,58773,57898,65017,62456,54534,52393,49814,45529,41182,43658,44316,53543,53254,56684,62911,62343,52538,52947,47875,40987,40459,42106,41415,51549,52026,55582,60683,59759,53102,51038,48673,45165,40492,41507,42884,52658,51935,54694,65174,54773,53601,52061,52879,46364,39440,40031,41549,53566,49867,56279,63228,57798,52873,51794,46168,39699,36937,38881,42100,50568,44244,47793,53684,51858,45217,34884,50461,39681,37755,37620,38480,47788,44127,44986,54335,55470,44333,49490,40674,38779,35956,37041,37993,51590,51561,46045,55136,57961,51307,50124,50667,44759,41853,38975,43158,52041,48967,48737,55793,54781,47359,50350,52092,45873,41664,39203,41868,48706,46539,48295,53060,53682,42876,44389,43315,36250,37198,36501,37907,47850,46221,45872,18822,10071,43387,42375,39191,35469,31125,33205,32057,39537,34045,38047,48735,46699,37474,37676,40842,37438,32241,35118,35650,40226,36828,39266,41809,43591,36911,35957,39346,32862,32599,30831,33175,34405,28190,39801,47018,45024,38013,33993,34897,29622,28130
PAS,PAS_CRD,NO_ENGM_NO_ENAL,56268,55565,49902,52555,46084,44203,45649,51311,55217,57312,51541,44441,55202,55780,49541,50802,46480,42770,42904,52039,55998,55375,49225,46402,56580,53870,49030,47996,41560,38939,43516,50144,55568,55223,48240,41477,56130,54524,52390,49269,42679,42106,45104,51673,58109,56250,48863,43622,53432,56108,52537,47796,44829,41515,42173,53614,55932,54026,49514,45052,52522,57665,48999,53415,48791,43536,45935,53208,56734,56898,46390,40885,53181,55179,46333,50960,41464,38584,40564,47328,53445,50487,44946,40297,50850,46061,30554,43115,37159,34018,35063,44534,45747,43571,40326,36909,45563,41530,39906,41648,34902,32821,35533,36853,48915,45848,36391,33661,42887,45574,41917,37711,36418,33186,33379,41126,44973,44358,41108,33654,44779,44380,36948,38449,33714,32068,31533,38616,43673,38280,35080,30609,39368,40367,29795,37382,32201,28918,30392,35917,40244,38328,34512,10792,9381,39952,36867,29814,31737,26764,30204,31294,40243,32274,36368,32789,42188,39910,35396,37196,32663,28058,30409,35826,39093,33856,32218,26754,34169,32418,29563,32651,28016,25902,26221,32536,37458,36228,32683,30347,35274,35387,33467,30377,29208,27038
PAS,PAS_CRD,NO_ENGM_NO_ENAT,18420,13995,12406,14459,12489,11532,12356,11155,12494,14632,17046,23113,17465,13242,11072,14114,13134,10139,12084,11417,15835,18610,23148,32769,24378,18341,14903,13582,10629,9159,13037,9926,15061,16849,22417,27828,22734,17776,16159,13769,10660,10292,11797,10630,11949,13692,20742,28325,17865,14241,13094,12631,11001,9233,10249,9851,12420,13076,18723,23713,14837,14323,12771,12571,10902,9513,9913,10500,12623,13786,19735,25880,17912,14587,13592,14048,10747,10885,12248,12015,16973,16870,23585,26851,20829,16447,10822,13355,10745,9336,10761,11315,13555,14773,18346,23153,16601,14167,14066,15094,13883,13222,13325,13256,17779,18614,22300,30424,24833,19435,17467,19876,15033,14787,15278,15846,18870,20078,26197,29531,23817,21213,19045,20666,16145,16732,16221,18406,20060,21157,25047,27003,24385,21170,16630,19549,16999,15996,15649,15989,18368,18844,22538,9772,4629,17639,14241,13870,12615,9945,11399,10554,14595,12595,19528,23534,19973,15000,14266,13923,12254,10784,11119,11191,12553,12072,15263,19204,14955,10809,11049,9651,6832,6931,7097,7186,9359,9961,13197,17059,12216,9593,8045,7423,6298,5979
PAS,PAS_CRD,NO_ENGM_NO_ENBO,84777,72636,64156,67807,55607,52496,55281,60277,67959,74885,82205,87297,83524,72244,62179,61152,55067,47207,51433,59316,66018,67574,73788,83068,77195,67375,60300,59138,46722,45059,48402,55324,64891,65824,72491,83375,78033,64337,60879,59385,48718,48215,51246,56595,62010,63307,70203,79734,71070,66612,61674,56445,50293,46614,48017,56342,62851,62493,69679,79738,66905,67463,51963,63860,54115,51882,52356,59727,65104,64949,71755,74695,73157,68585,57405,57973,44775,43310,45150,52208,59420,57490,66862,70212,65773,55019,36747,49762,42863,39564,40405,47063,52126,52189,57817,66971,63335,51763,48198,48624,38886,37248,39342,42318,52993,54050,57075,69529,66962,55409,53628,51198,42526,41972,42771,49068,56644,54080,64463,71888,64044,57791,46890,51398,39294,40083,40796,45760,50175,47529,61513,66588,59085,52341,40145,47523,36144,36965,38812,42596,46280,45154,53533,22435,11875,48479,41286,35925,35421,28202,34108,34589,43476,33900,50032,58252,55701,40886,36973,38858,32761,30223,32086,37733,39574,38415,45860,51484,46975,38765,33976,36362,29210,28061,28970,32653,36589,37957,42162,50898,42675,38390,35403,36123,32574,31394
PAS,PAS_CRD,NO_ENGM_NO_ENBR,182673,184999,156801,179470,147767,143467,138232,171953,183053,188553,148393,97723,173781,182645,164582,151129,147185,134497,128050,165854,175832,172245,147697,103950,172551,166928,153817,151389,138342,134126,131914,166617,178411,170182,145366,101578,171080,170482,149981,162780,133754,137075,128434,161851,168955,162983,131942,90786,151057,165374,160957,136887,132357,128936,124685,163498,166265,160131,134047,94359,145766,166808,132678,160190,142912,137047,126607,166478,169568,163447,129100,91175,148026,162628,128286,154845,126995,124479,124272,147542,156559,152395,123409,86498,135260,134603,87071,131174,117966,115680,109519,141458,153610,143295,122949,86065,142968,138844,122465,134725,116914,109218,107810,133500,156914,150342,121944,89158,144096,126872,154575,130421,139326,130507,115525,154446,163257,163339,136936,94069,151200,152221,123587,143547,118917,120385,111047,138367,146001,142944,127632,88438,140051,140143,102189,132711,109782,114890,108238,128328,139604,139285,113900,32145,32267,130576,122697,90430,104825,97273,98146,116170,124380,100573,102890,73432,130808,117294,98291,119096,106813,99041,98557,117137,127688,119818,107696,76553,126435,120094,99161,109331,96948,93864,91878,116817,122036,114784,104252,78227,117933,115626,112752,97791,93767,92833
PAS,PAS_CRD,NO_ENGM_NO_ENCN,50919,48184,40999,46989,37654,37465,34755,46805,48779,52860,41755,28478,48072,46887,45998,41619,39750,34839,31801,46095,49591,50659,38975,31182,47098,42602,41320,44331,37792,36779,33643,46229,49634,51117,38343,26810,48638,44287,42689,46142,37518,38070,34674,46520,49234,49284,37450,27675,48074,44506,45536,38502,37495,36004,30630,44506,47351,47611,38762,27596,43657,45642,37162,46419,38266,38177,34190,47252,47338,49859,37751,30669,46015,46752,36533,43853,36527,35644,32305,42544,45029,47879,38173,30208,37424,39531,26354,38700,34287,32318,28772,39897,42571,42947,36425,31670,44128,39916,35897,40162,33483,33203,31348,39562,44940,45811,39675,37742,49184,38092,41404,31964,32637,31191,26978,39371,41683,42411,36514,32490,41432,37875,31410,35955,27985,29642,25642,36706,38443,38201,37010,35083,39015,37902,26946,39021,30085,27226,27756,36460,38716,41165,33755,11613,9710,36199,35652,26888,29635,27158,27175,31176,36491,29655,32779,31798,40799,32230,29966,34744,28621,27822,26183,32273,35552,32457,31957,29587,36274,31271,27916,31596,27345,27846,24839,33574,37826,35694,35554,35833,36358,34373,35052,31182,29282,30396
PAS,PAS_CRD,NO_ENGM_NO_ENDU,22518,21378,20232,17124,17261,17401,17397,16180,20970,20670,23215,24179,22881,22598,16902,19417,18031,16951,17095,18288,18969,19822,21156,22805,21620,20526,18913,14364,17518,15614,17557,17897,18912,18128,19654,21396,20030,18589,19549,17909,15083,14909,17053,16481,17545,17754,18069,21969,18275,18809,18511,16895,15428,14114,16281,16901,16804,16735,17539,22625,19209,18795,16271,14832,10734,10759,10864,10895,13035,12338,15950,20565,13864,12177,12996,15993,13603,14250,13527,15367,16492,14399,20064,20042,21688,15428,12289,15375,12240,12134,12315,14106,15055,14503,15553,13868,13168,16136,15360,16259,14678,13192,12646,13790,16464,15606,14184,15681,15595,16494,13140,15198,13519,13156,12241,14351,14775,14572,16187,18647,16218,15230,13908,14959,13131,11962,13214,13002,15748,14144,16528,18091,16771,13856,11401,13146,11748,10007,11192,11613,13061,11356,12734,5979,2997,14065,11586,11145,10946,10162,11484,11339,13717,11095,14014,15355,14236,12291,11782,12250,12569,10458,10496,12390,12661,12065,12172,13753,14241,12903,12894,14483,12070,9593,10834,11624,13499,13427,15201,16222,13550,13696,12591,6837,7187,6222
PAS,PAS_CRD,NO_ENGM_NO_ENEV,58178,52584,46010,50017,39337,35981,40872,39643,47635,51704,58060,63035,59178,52340,44360,47561,39792,35106,38280,41084,46197,48559,55589,65536,57987,50920,44059,41574,34706,33522,39030,37250,46321,47946,54114,66713,58202,47531,44480,44010,36817,35600,39969,38882,45907,45740,48878,55448,50593,48863,43525,39751,34363,32852,36162,37841,44201,43070,51262,60285,49837,48279,38704,43427,34859,31581,34055,35010,43591,43609,52280,59099,52460,45644,39958,41316,30323,30814,34415,35631,41018,41282,50598,60993,44718,41672,26197,38742,30183,27837,31066,31765,36170,34841,39051,48249,42684,37493,35842,36160,28023,26494,30284,28876,36219,35669,40691,53925,42793,30675,33601,34142,29086,28949,29103,30558,35856,34448,41780,48219,40587,36696,31075,32653,25278,25491,27284,29201,33254,30925,37617,43858,37152,33377,25395,32038,23868,23224,27785,26118,29050,28908,35628,16460,7335,32143,26343,25628,22361,18852,24082,22692,28362,22582,32000,40024,35309,28066,25235,28562,22500,20348,22953,23233,25706,24560,29908,35738,30777,24982,22303,22478,17877,17949,19551,20275,23558,22702,27019,34867,25977,24696,22476,24149,20520,20424
PAS,PAS_CRD,NO_ENGM_NO_ENHD,40679,42998,37992,44436,36950,35304,36099,42442,41827,42313,37397,25901,38378,41039,39080,36968,37587,31535,33228,41704,40992,40296,35788,27959,38305,37873,36043,38926,34434,32387,34060,39149,43568,40859,35229,25805,38407,38285,36592,38690,33484,34134,32898,41280,42064,39367,34709,24604,36631,39434,40967,35995,34543,32137,32090,40615,41343,38782,35403,25089,34361,39099,32319,36910,35587,32583,32339,38650,41408,38836,34800,26235,35862,38508,32942,39581,32309,30464,31827,36485,37587,38099,34498,27218,32003,34150,22879,34782,31360,28770,29456,36407,38789,36130,30562,22233,31097,28429,28762,31444,26590,24733,25335,28954,33718,32365,27845,22290,32588,34892,33770,28555,30098,27404,24052,32553,32178,31274,29798,22022,30178,28899,25414,30411,26628,26324,25042,30199,31729,28048,28643,19719,27231,26924,19064,27230,22629,20426,21251,24021,25863,26083,23644,6476,5438,22459,23260,18240,19971,17488,19746,20986,24254,18872,23185,16376,25910,22943,20903,24083,20597,19005,20161,23087,25385,23115,23795,17925,23675,21977,20888,21110,20366,19469,19612,23613,26128,23621,24403,19974,24383,23494,22593,18773,18766,18281
PAS,PAS_CRD,NO_ENGM_NO_ENKB,16117,16158,13084,15139,11850,12356,14166,14821,16543,16510,15241,13839,17296,16878,14960,14739,14088,12679,13753,15657,17713,17576,16450,16468,18662,17239,16208,15852,14041,13529,14277,16110,18558,18272,17973,17742,20277,17871,16904,16938,14170,13434,15347,17660,18810,18896,17523,16420,17705,18976,17549,14893,14360,12876,14141,16354,18287,17463,14677,14508,14695,18046,14818,14810,15372,13372,14854,16163,16992,16175,13996,13371,15529,16151,14806,15008,13450,12105,13238,14296,16029,16245,15621,14558,16162,16190,11186,13673,12324,10730,13250,14270,15642,14591,14790,14487,16428,15500,13692,13407,11922,10751,12091,12314,15709,14917,14552,15330,15260,12950,13684,12865,12440,12183,11728,12927,14884,13434,15031,14996,14934,14610,12474,11995,12232,12404,11939,13094,14004,12435,13293,13970,13718,13461,10483,12990,11742,10395,11251,12634,14012,13795,12818,4803,3185,13654,12815,10454,10725,9471,11613,10419,12805,11030,11928,13191,13422,11321,10407,11571,10511,9922,10265,11095,11882,11292,11037,12167,12416,11800,10564,10573,10461,10081,10136,11875,13351,12803,12429,13099,12962,12187,11529,10982,10913,10360
PAS,PAS_CRD,NO_ENGM_NO_ENKR,22354,19252,17320,16533,14830,13458,14383,13152,17464,19362,22465,23258,20817,20092,14961,16068,14363,7247,10392,9223,15675,18645,21200,23772,22263,19669,15894,11340,7819,7436,8202,8666,15483,20062,20501,22623,21561,18468,15949,11928,8527,6961,8093,9169,16460,18489,20271,23033,20317,19682,16186,9084,7089,6600,6774,7851,14543,17084,20538,22282,19402,19159,14638,13821,9078,7119,6922,7219,15689,18241,20597,22631,20351,17900,14939,15924,11510,10083,10063,10983,15018,16755,19809,21495,18826,15926,10276,14930,10835,9102,9750,10358,14321,16313,18859,22074,19392,15453,14081,13356,6288,6395,8263,8968,12184,15805,17706,22480,18159,13023,10801,11767,10021,7740,7628,8570,10307,12395,16599,21109,13634,12344,9380,9920,7484,6033,7139,6186,9664,11731,16445,19952,15060,11506,8863,9285,8142,7016,7719,7456,9847,10934,15416,7367,2730,11599,8604,7784,5595,4404,6084,5106,9298,10039,15138,17311,14381,10420,8428,7471,6008,4706,5154,6294,7703,8106,11844,13609,11689,8647,8136,6868,5267,5637,5489,5227,6720,7887,11010,13349,10162,8056,5921,4551,3606,3791
PAS,PAS_CRD,NO_ENGM_NO_ENML,31460,32950,29024,29874,26392,26207,26982,31076,35942,35113,31254,29632,33877,34207,30095,30328,28142,24916,26895,31646,36298,33123,30948,33563,35070,33949,29915,27817,26328,25357,26237,32442,35154,32788,29771,30157,34719,32924,29856,28087,25555,24026,25187,31501,33236,30491,27797,27883,29128,31857,29619,26662,24841,24409,24220,29480,34100,31317,28597,27990,30473,31870,26371,28308,25783,23822,25037,28938,31656,32039,27575,29082,31352,29722,26486,28425,22900,21883,23074,26701,31876,29096,27187,27125,21496,27252,18681,24841,22387,20147,22306,27774,27947,26736,20165,18669,20753,19236,18543,18646,16801,15048,15961,17499,22615,22417,19537,19834,22885,19374,22581,19293,19441,17514,18166,21880,24342,23603,21668,21750,24435,24329,22635,24613,21504,22235,21614,27189,28854,26828,26102,23398,24976,25282,18809,24672,19866,19072,19586,24120,24436,23926,21111,8077,5929,23309,22152,16570,18500,15662,17278,18223,22869,17592,18969,19340,21718,20292,17110,20249,18128,14942,17148,20188,22163,19201,17842,17093,19741,18707,15982,16195,15438,14303,14599,17824,19637,17662,17010,17928,17585,17222,15961,12550,13626,11977
PAS,PAS_CRD,NO_ENGM_NO_ENOV,:,:,:,:,:,:,6202,7213,7399,7248,5741,5628,6661,6722,6430,7356,7397,7226,6976,7684,8524,7999,7157,6995,7799,7526,7521,8214,6896,6683,7141,8714,9209,8955,8029,7202,8276,7875,7828,8015,7737,8017,6590,8293,9172,8862,8574,8557,8729,7284,8839,8025,7591,8335,7404,8823,8949,8132,8523,7131,8337,8507,7100,6657,5958,5683,5218,7024,7167,7312,6743,4586,6575,7054,5564,7147,5926,5821,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENGM_NO_ENSB,:,:,:,:,:,:,2583,1979,3176,7153,14216,15074,13274,7598,10021,8450,6574,2160,2061,1852,3054,5890,11655,14002,11465,7553,9444,8693,4165,2194,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
